type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime,,,,,,,,,,,,
TRACK,1.3.2-3,-16.3917259,-71.54997192,8186022.097,227636.2797,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-3,-16.39176033,-71.5501605,8186018.032,227616.174,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4, , ,10000000,11015404.5, , , , , , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39244657,-71.55085926,8185941.118,227542.4519,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39250196,-71.55083733,8185935.016,227544.8732,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39256818,-71.55079169,8185927.745,227549.8426,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39262236,-71.55073752,8185921.82,227555.7072,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39267974,-71.5506664,8185915.564,227563.3883,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39274558,-71.55061504,8185908.343,227568.9689,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.3927999,-71.55054914,8185902.418,227576.0861,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39288576,-71.55041383,8185893.094,227590.6668,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39296851,-71.55027108,8185884.124,227606.0373,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39309508,-71.55008286,8185870.365,227626.3282,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39309161,-71.5500717,8185870.764,227627.5167,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39307431,-71.55004914,8185872.709,227629.9034,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39305353,-71.55003202,8185875.033,227631.704,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39305005,-71.55002638,8185875.425,227632.3017,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39302922,-71.55001107,8185877.752,227633.9094,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39302574,-71.55000727,8185878.143,227634.31,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.3929909,-71.54999529,8185882.016,227635.5422,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39295069,-71.54998857,8185886.476,227636.2044,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39290675,-71.54998722,8185891.343,227636.2878,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39283935,-71.54999832,8185898.79,227635.0072,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.392834,-71.55013019,8185899.205,227620.9077,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39288739,-71.55012932,8185893.296,227621.0745,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39287679,-71.55022137,8185894.346,227611.2219,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39283759,-71.55021336,8185898.696,227612.024,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.3928143,-71.55030593,8185901.15,227602.0986,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39276563,-71.55029809,8185906.549,227602.8691,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39271114,-71.55029973,8185912.58,227602.6176,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39262306,-71.55031857,8185922.306,227600.4818,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39261751,-71.55027619,8185922.976,227605.003,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39271296,-71.55025958,8185912.432,227606.9107,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39271488,-71.55015652,8185912.358,227617.927,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39280354,-71.55016368,8185902.533,227617.2852,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39282148,-71.55014318,8185900.574,227619.5017,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39281969,-71.55000528,8185900.957,227634.2359,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39270588,-71.55002482,8185913.531,227631.9894,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39254139,-71.55005894,8185931.696,227628.114,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39244537,-71.55008407,8185942.293,227625.2955,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39227852,-71.55011029,8185960.73,227622.2604,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39216987,-71.55015572,8185972.698,227617.2547,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39217784,-71.55028321,8185971.644,227603.6409,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39218381,-71.55037275,8185970.863,227594.0803,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39218779,-71.5504801,8185970.278,227582.6126,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39208553,-71.55048513,8185981.592,227581.9333,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39207925,-71.55053339,8185982.223,227576.7664,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39207154,-71.5506224,8185982.957,227567.2439,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39207713,-71.55087463,8185981.999,227540.2959,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-4,-16.39238489,-71.55087766,8185947.922,227540.4004,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5, , ,10000000,11015404.5, , , , , , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39290082,-71.54995828,8185892.039,227639.3725,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39294519,-71.54995713,8185887.128,227639.5562,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39301648,-71.54996409,8185879.226,227638.9121,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39307615,-71.5499784,8185872.6,227637.4658,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39313707,-71.55001361,8185865.809,227633.7878,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39316903,-71.54998729,8185862.305,227636.6454,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39321129,-71.5498968,8185857.749,227646.3745,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39323762,-71.54980258,8185854.96,227656.4798,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39325708,-71.5497422,8185852.886,227662.9599,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39326611,-71.54966622,8185851.989,227671.0924,False, , ,0, , , , , , ,,,,,,,,,,,,
