"unicode","numero","provincia","distrito","localidad","vivienda","fec_captura","fec_ingreso","fec_lectura","intra_peri","codigo","intra_peri_code","cap_mac","cap_hem","cap_eta5","cap_eta4","cap_eta3","cap_eta2","cap_eta1","cap_total","exa_mac","exa_hem","exa_eta5","exa_eta4","exa_eta3","exa_eta2","exa_total","pos_mac","pos_hem","pos_eta5","pos_eta4","pos_eta3","pos_eta2","pos_total","procedencia","fase","apl_ins","procesado","observaciones","UNIFECHA","Codigo.Corral","Cuy","Conejo","Pollo","Pato","Pavo","Ganso","Perro","Gato","Oveja","Cerdo","Vaca","Otros","Otros1","NumOtros","NumOtros1","Otras.Aves","Ladrillo.Pircado","Ladrillo.Noble","Piedra.Pircada","Piedra.Noble","Sillar.Pircado","Sillar.Noble","Noble","Adobe","Calamina.Eternit","Madera","Malla","Plastico","Carton","POtrosPte","POtros1Pte","PRLadrPcdo","PRLadrNble","PRPdraPcda","PRPdraNble","PRSillarPcdo","PRSillarNble","PRNble","PRAdobe","PRCal_Eter","PRMadera","PRMalla","PRPlastico","PRCarton","PROtros","PROtros1","PCLadrPcdo","PCLadrNble","PCPdraPcda","PCPdraNble","PCSillarPcdo","PCSillarNble","PCNble","PCAdobe","PCCal_Eter","PCMadera","PCMalla","PCPlastico","PCCarton","PCOtros","PCOtros1","TAdobePte","TCal_EterPte","TMaderaPte","TMallaPte","TPlasticoPte","TPaja_EsteraPte","TLadrilloPte","TSillarPte","TNoblePte","TCartonPte","TBasuraPte","TOtrosPte","TOtros1Pte","TRAdobe","TRCal_Eter","TRMadera","TRMalla","TRPlastico","TRPaja_Estera","TRLadrillo","TRSillar","TRNoble","TRCarton","TRBasura","TROtros","TROtros1","TCAdobe","TCal_Eter","TCMadera","TCMalla","TCPlastico","TCPaja_Estera","TCLadrillo","TCSillar","TCNoble","TCCarton","TCBasura","TCOtros","TCOtros1","LugarCorral","Hace.cuanto.se.construyo","Opcion1","Aplicaron.insecticida","Hace.Cuanto.Aplicaron","Opcion2a","Nombre.del.Insecticida","OtroInsecticida","Hace.cuanto.limpiaron","Opcion3","Mudan.Corral","Cada.cuanto.tiempo","Opcion4a","Estatus","Observaciones"
"1.1.34.80",8146,1,1,"34","80","2014-03-21","2014-03-21","2014-03-25","PERI","P2","1.1.34.80-P2",1,1,1,0,0,0,1,4,1,1,1,0,0,0,3,0,0,0,0,0,0,0,"EP",1,1,"GB","1I SECA","1.1.34.80-28/03/2014","PERI",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"8X9"
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","G",0,0,4,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","P3",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","P1",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","E",4,2,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","A",0,0,0,0,0,0,1,1,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"LADRILLO","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0",0,0,0,0,0,0,0,0,"LATA","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","B",24,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","C",0,0,2,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","F",14,2,6,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"METAL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","D",0,0,1,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"LADRILLO","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","H",25,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"METAL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",1,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","P2",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","PERI",0,0,0,6,0,0,1,2,0,0,0,"","",0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,"BLOQUETA NOBLE","",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"8X6"
"1.1.34.84",8147,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.84-P1",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.84-21/03/2014","I",0,0,0,0,0,0,0,2,0,0,0,"","",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","G",0,0,4,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","P3",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","P1",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","E",4,2,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","A",0,0,0,0,0,0,1,1,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"LADRILLO","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0",0,0,0,0,0,0,0,0,"LATA","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","B",24,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","C",0,0,2,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","F",14,2,6,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"METAL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","D",0,0,1,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"LADRILLO","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","H",25,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"METAL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",1,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","P2",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","PERI",0,0,0,6,0,0,1,2,0,0,0,"","",0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,"BLOQUETA NOBLE","",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"8X6"
"1.1.34.84",8149,1,1,"34","84","2014-03-21","2014-03-21","2014-03-25","PERI","P3","1.1.34.84-P3",2,0,4,1,0,0,0,7,2,0,4,1,0,0,7,0,0,0,0,0,0,0,"EP",1,0,"GB","0","1.1.34.84-21/03/2014","I",0,0,0,0,0,0,0,2,0,0,0,"","",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.86",8148,1,1,"34","86","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.86-P1",1,0,3,0,0,0,0,4,1,0,3,0,0,0,4,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.86-21/03/2014","PERI",0,0,0,0,0,0,2,2,0,0,0,"","",0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"4X6"
"1.1.34.86",8148,1,1,"34","86","2014-03-21","2014-03-21","2014-03-25","PERI","P1","1.1.34.86-P1",1,0,3,0,0,0,0,4,1,0,3,0,0,0,4,0,0,0,0,0,0,0,"EP",1,1,"GB","0","1.1.34.86-21/03/2014","P1",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.87",8153,1,1,"34","87","2014-03-31","2014-03-31","2014-04-15","PERI","P1","1.1.34.87-P1",1,1,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"MV","0","1.1.34.87-20/03/2014","PERI",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"4X6"
"1.1.34.87",8153,1,1,"34","87","2014-03-31","2014-03-31","2014-04-15","PERI","P1","1.1.34.87-P1",1,1,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"MV","0","1.1.34.87-20/03/2014","P2",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.87",8153,1,1,"34","87","2014-03-31","2014-03-31","2014-04-15","PERI","P1","1.1.34.87-P1",1,1,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"MV","0","1.1.34.87-20/03/2014","A",4,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.87",8153,1,1,"34","87","2014-03-31","2014-03-31","2014-04-15","PERI","P1","1.1.34.87-P1",1,1,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,"EP",1,0,"MV","0","1.1.34.87-20/03/2014","P1",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,""
"1.1.34.87",8154,1,1,"34","87","2014-03-31","2014-03-31","2014-04-15","PERI","P2","1.1.34.87-P2",0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"EP",1,0,"MV","0","1.1.34.87-20/03/2014","PERI",0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Techo/Patio",0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,"4X6"
