"UNICODE","P","D","L","V","P_TRIAT","I_TRIAT","CICLO","FECHA","LATITUDE","LONGITUDE"
"1.9.31.154","1","9","31","154",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.154","1","9","31","154",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.155","1","9","31","155",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.155","1","9","31","155",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.156","1","9","31","156",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.156","1","9","31","156",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.157","1","9","31","157",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.157","1","9","31","157",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.158","1","9","31","158",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.158","1","9","31","158",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.159","1","9","31","159",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.159","1","9","31","159",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.16","1","9","31","16","10+",NA,"1","17/11/2008",NA,NA
"1.9.31.16","1","9","31","16",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.17","1","9","31","17","10+",NA,"1","17/11/2008",NA,NA
"1.9.31.17","1","9","31","17",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.18","1","9","31","18","10+","1","1","17/11/2008",NA,NA
"1.9.31.18","1","9","31","18",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.19","1","9","31","19","10+","5","1","19/11/2008",NA,NA
"1.9.31.19","1","9","31","19",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.2","1","9","31","2",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.2","1","9","31","2",NA,NA,"2","24/04/2009",NA,NA
"1.9.31.20","1","9","31","20","10+",NA,"1","19/11/2008",NA,NA
"1.9.31.20","1","9","31","20",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.21","1","9","31","21","10+","1","1","13/11/2008",NA,NA
"1.9.31.21","1","9","31","21",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.22","1","9","31","22","3",NA,"1","13/11/2008",NA,NA
"1.9.31.22","1","9","31","22",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.23","1","9","31","23","3",NA,"1","13/11/2008",NA,NA
"1.9.31.23","1","9","31","23",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.24","1","9","31","24","5",NA,"1","13/11/2008",NA,NA
"1.9.31.24","1","9","31","24",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.25","1","9","31","25",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.25","1","9","31","25",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.26","1","9","31","26",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.26","1","9","31","26",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.27","1","9","31","27",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.27","1","9","31","27",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.28","1","9","31","28",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.28","1","9","31","28",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.29","1","9","31","29",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.29","1","9","31","29",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.3","1","9","31","3",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.3","1","9","31","3",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.30","1","9","31","30",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.30","1","9","31","30",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.31","1","9","31","31",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.31","1","9","31","31",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.32","1","9","31","32",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.32","1","9","31","32",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.33","1","9","31","33","1",NA,"1","13/11/2008",NA,NA
"1.9.31.33","1","9","31","33","1",NA,"2","21/04/2009",NA,NA
"1.9.31.34","1","9","31","34",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.34","1","9","31","34",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.35","1","9","31","35",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.35","1","9","31","35",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.36","1","9","31","36",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.36","1","9","31","36",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.37","1","9","31","37",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.37","1","9","31","37",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.38","1","9","31","38",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.38","1","9","31","38",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.39","1","9","31","39",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.39","1","9","31","39",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.4","1","9","31","4",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.4","1","9","31","4",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.40","1","9","31","40",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.40","1","9","31","40",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.41","1","9","31","41",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.41","1","9","31","41",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.42","1","9","31","42",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.42","1","9","31","42",NA,NA,"2","24/04/2009",NA,NA
"1.9.31.43","1","9","31","43",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.43","1","9","31","43",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.44","1","9","31","44",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.44","1","9","31","44",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.45","1","9","31","45",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.45","1","9","31","45",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.46","1","9","31","46",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.46","1","9","31","46",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.47","1","9","31","47",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.47","1","9","31","47",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.48","1","9","31","48",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.48","1","9","31","48",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.49","1","9","31","49",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.49","1","9","31","49",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.5","1","9","31","5",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.5","1","9","31","5",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.50","1","9","31","50",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.50","1","9","31","50",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.51","1","9","31","51",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.51","1","9","31","51",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.52","1","9","31","52",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.52","1","9","31","52",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.52A","1","9","31","52A",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.53","1","9","31","53",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.53","1","9","31","53",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.54","1","9","31","54",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.54","1","9","31","54",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.55","1","9","31","55",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.55","1","9","31","55",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.56","1","9","31","56",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.56","1","9","31","56",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.57","1","9","31","57",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.57","1","9","31","57",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.58","1","9","31","58",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.58","1","9","31","58",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.59","1","9","31","59",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.59","1","9","31","59",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.6","1","9","31","6",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.6","1","9","31","6",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.60","1","9","31","60",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.60","1","9","31","60",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.61","1","9","31","61",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.61","1","9","31","61",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.62","1","9","31","62",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.62","1","9","31","62",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.63","1","9","31","63",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.63","1","9","31","63",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.64","1","9","31","64",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.64","1","9","31","64",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.64A","1","9","31","64A",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.64A","1","9","31","64A",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.65","1","9","31","65",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.65","1","9","31","65",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.66","1","9","31","66",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.66","1","9","31","66",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.67","1","9","31","67",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.67","1","9","31","67",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.68","1","9","31","68",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.68","1","9","31","68",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.69","1","9","31","69",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.69","1","9","31","69",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.69A","1","9","31","69A",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.69A","1","9","31","69A",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.7","1","9","31","7",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.7","1","9","31","7",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.70","1","9","31","70",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.70","1","9","31","70",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.71","1","9","31","71",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.71","1","9","31","71",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.72","1","9","31","72",NA,NA,"1","14/11/2008",NA,NA
"1.9.31.72","1","9","31","72",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.73","1","9","31","73",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.73","1","9","31","73",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.74","1","9","31","74",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.74","1","9","31","74",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.75","1","9","31","75",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.75","1","9","31","75",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.76","1","9","31","76",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.76","1","9","31","76",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.77","1","9","31","77",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.77","1","9","31","77",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.78","1","9","31","78",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.78","1","9","31","78",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.79","1","9","31","79",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.79","1","9","31","79",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.8","1","9","31","8",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.8","1","9","31","8",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.80","1","9","31","80",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.80","1","9","31","80",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.81","1","9","31","81",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.81","1","9","31","81",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.82","1","9","31","82",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.82","1","9","31","82",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.83","1","9","31","83",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.83","1","9","31","83",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.84","1","9","31","84",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.84","1","9","31","84",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.85","1","9","31","85",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.85","1","9","31","85",NA,NA,"2","24/04/2009",NA,NA
"1.9.31.86","1","9","31","86",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.86","1","9","31","86",NA,NA,"2","24/04/2009",NA,NA
"1.9.31.87","1","9","31","87",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.87","1","9","31","87",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.88","1","9","31","88",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.88","1","9","31","88",NA,NA,"2","24/04/2009",NA,NA
"1.9.31.89","1","9","31","89",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.89","1","9","31","89",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.9","1","9","31","9",NA,NA,"1","13/11/2008",NA,NA
"1.9.31.9","1","9","31","9",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.90","1","9","31","90",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.90","1","9","31","90",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.91","1","9","31","91",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.91","1","9","31","91",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.92","1","9","31","92",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.92","1","9","31","92",NA,NA,"2","23/04/2009",NA,NA
"1.9.31.93","1","9","31","93",NA,NA,"1","17/11/2008",NA,NA
"1.9.31.93","1","9","31","93",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.94","1","9","31","94",NA,"1","1","19/11/2008",NA,NA
"1.9.31.94","1","9","31","94",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.95","1","9","31","95","10+","4","1","17/11/2008",NA,NA
"1.9.31.95","1","9","31","95",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.96","1","9","31","96",NA,"3","1","17/11/2008",NA,NA
"1.9.31.96","1","9","31","96",NA,NA,"2","21/04/2009",NA,NA
"1.9.31.97","1","9","31","97","7","1","1","17/11/2008",NA,NA
"1.9.31.97","1","9","31","97",NA,NA,"2","20/04/2009",NA,NA
"1.9.31.98","1","9","31","98",NA,NA,"1","19/11/2008",NA,NA
"1.9.31.98","1","9","31","98",NA,NA,"2","22/04/2009",NA,NA
"1.9.31.99","1","9","31","99",NA,NA,"1","18/11/2008",NA,NA
"1.9.31.99","1","9","31","99",NA,NA,"2","22/04/2009",NA,NA
"1.9.6.170","1","9","6","170",NA,NA,"1","13/09/2008",NA,NA
"1.9.6.170","1","9","6","170",NA,NA,"2","28/02/2009",NA,NA
"1.9.7.1","1","9","7","1",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.10","1","9","7","10",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.100","1","9","7","100",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.101","1","9","7","101",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.102","1","9","7","102",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.103","1","9","7","103",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.104","1","9","7","104",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.105","1","9","7","105",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.106","1","9","7","106",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.107","1","9","7","107",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.108","1","9","7","108",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.109","1","9","7","109",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.11","1","9","7","11",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.110","1","9","7","110",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.111","1","9","7","111",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.112","1","9","7","112",NA,NA,"1","05/11/2008",NA,NA
"1.9.7.113","1","9","7","113",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.114","1","9","7","114",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.115","1","9","7","115",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.116","1","9","7","116",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.117","1","9","7","117",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.118","1","9","7","118",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.119","1","9","7","119",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.12","1","9","7","12",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.120","1","9","7","120",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.121","1","9","7","121",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.122","1","9","7","122",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.123","1","9","7","123",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.124","1","9","7","124",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.125","1","9","7","125",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.126","1","9","7","126",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.127","1","9","7","127",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.128","1","9","7","128",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.129","1","9","7","129",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.13","1","9","7","13",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.130","1","9","7","130",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.130A","1","9","7","130A",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.130B","1","9","7","130B",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.130C","1","9","7","130C",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.131","1","9","7","131",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.132","1","9","7","132",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.133","1","9","7","133",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.134","1","9","7","134",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.135","1","9","7","135",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.136","1","9","7","136",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.137","1","9","7","137",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.138","1","9","7","138",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.139","1","9","7","139",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.14","1","9","7","14",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.140","1","9","7","140",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.141","1","9","7","141",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.142","1","9","7","142",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.143","1","9","7","143",NA,NA,"1","05/11/2008",NA,NA
"1.9.7.15","1","9","7","15",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.16","1","9","7","16",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.17","1","9","7","17",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.18","1","9","7","18",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.19","1","9","7","19",NA,NA,"1","05/11/2008",NA,NA
"1.9.7.2","1","9","7","2",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.20","1","9","7","20",NA,NA,"1","05/11/2008",NA,NA
"1.9.7.21","1","9","7","21",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.22","1","9","7","22",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.23","1","9","7","23",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.24","1","9","7","24",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.25","1","9","7","25",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.26","1","9","7","26",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.27","1","9","7","27",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.28","1","9","7","28",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.29","1","9","7","29",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.3","1","9","7","3",NA,NA,"1","03/11/2008",NA,NA
"1.9.7.30","1","9","7","30",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.31","1","9","7","31",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.32","1","9","7","32",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.33","1","9","7","33",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.34","1","9","7","34",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.35","1","9","7","35",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.36","1","9","7","36",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.37","1","9","7","37",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.38","1","9","7","38",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.39","1","9","7","39",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.4","1","9","7","4",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.40","1","9","7","40",NA,NA,"1","05/11/2008",NA,NA
"1.9.7.41","1","9","7","41",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.42","1","9","7","42",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.43","1","9","7","43",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.44","1","9","7","44",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.45","1","9","7","45",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.46","1","9","7","46",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.47","1","9","7","47",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.48","1","9","7","48",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.49","1","9","7","49",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.5","1","9","7","5",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.50","1","9","7","50",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.51","1","9","7","51",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.52","1","9","7","52",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.53","1","9","7","53",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.54","1","9","7","54",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.55","1","9","7","55",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.56","1","9","7","56",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.57","1","9","7","57",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.58","1","9","7","58",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.59","1","9","7","59",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.6","1","9","7","6",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.60","1","9","7","60",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.61","1","9","7","61",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.62","1","9","7","62",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.63","1","9","7","63",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.64","1","9","7","64",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.65","1","9","7","65",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.66","1","9","7","66",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.67","1","9","7","67",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.68","1","9","7","68",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.69","1","9","7","69",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.7","1","9","7","7",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.70","1","9","7","70",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.71","1","9","7","71",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.72","1","9","7","72",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.73","1","9","7","73",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.74","1","9","7","74",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.75","1","9","7","75",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.76","1","9","7","76",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.77","1","9","7","77",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.78","1","9","7","78",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.79","1","9","7","79",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.8","1","9","7","8",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.80","1","9","7","80",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.81","1","9","7","81",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.82","1","9","7","82",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.83","1","9","7","83",NA,NA,"1","07/11/2008",NA,NA
"1.9.7.84","1","9","7","84",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.85","1","9","7","85",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.86","1","9","7","86",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.87","1","9","7","87",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.88","1","9","7","88",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.89","1","9","7","89",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.9","1","9","7","9",NA,NA,"1","29/10/2008",NA,NA
"1.9.7.90","1","9","7","90",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.91","1","9","7","91",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.92","1","9","7","92",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.92A","1","9","7","92A",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.93","1","9","7","93",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.93A","1","9","7","93A",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.94","1","9","7","94",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.95","1","9","7","95",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.96","1","9","7","96",NA,NA,"1","30/10/2008",NA,NA
"1.9.7.97","1","9","7","97",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.98","1","9","7","98",NA,NA,"1","31/10/2008",NA,NA
"1.9.7.99","1","9","7","99",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.1","1","9","8","1",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.1","1","9","8","1",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.10","1","9","8","10",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.10","1","9","8","10",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.11","1","9","8","11",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.11","1","9","8","11",NA,NA,"2","15/04/2009",NA,NA
