type;ident;lat;long;y_proj;x_proj;new_seg;display;color;altitude;depth;temp;time;model;filename;ltime;
TRACK;1.7.4-1; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.4-1;-16.44747721;-71.5600084;-1946478.448;2835002.861;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-1;-16.44761908;-71.55979443;-1946497.807;2835025.256;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-1;-16.44738407;-71.55965774;-1946471.932;2835043.82;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-1;-16.44720684;-71.5598887;-1946448.205;2835019.96;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-1;-16.44713213;-71.56003594;-1946437.574;2835004.25;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-1;-16.44734289;-71.56019802;-1946460.281;2834983.126;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-2; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.4-2;-16.4471766;-71.56102121;-1946430.371;2834892.005;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-2;-16.44731558;-71.56098353;-1946447.169;2834894.46;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-2;-16.44754864;-71.56070917;-1946477.998;2834922.508;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-2;-16.44769296;-71.56042915;-1946498.479;2834952.356;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-2;-16.4471165;-71.56009538;-1946434.989;2834997.718;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-2;-16.44693684;-71.56044975;-1946409.421;2834959.903;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-2;-16.44681339;-71.56063241;-1946392.62;2834940.815;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-2;-16.44673254;-71.56078913;-1946381.147;2834924.111;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-3; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.4-3;-16.44667297;-71.56076908;-1946374.405;2834927.161;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-3;-16.44677502;-71.56060024;-1946388.519;2834944.963;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-3;-16.44698368;-71.5602416;-1946417.547;2834982.882;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-3;-16.44707334;-71.56006802;-1946430.265;2835001.382;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-3;-16.44679076;-71.55991096;-1946399.06;2835022.875;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-3;-16.44640528;-71.56064086;-1946344.584;2834945.19;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-4; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.4-4;-16.44709181;-71.56002516;-1946432.975;2835005.999;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-4;-16.4473405;-71.55962415;-1946467.239;2835048.195;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-4;-16.44708884;-71.55943175;-1946440.11;2835073.29;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-4;-16.44691558;-71.55967172;-1946416.735;2835048.358;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-4;-16.44681541;-71.55986942;-1946402.478;2835027.261;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-5; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.4-5;-16.44634805;-71.56060512;-1946338.314;2834949.989;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-5;-16.44653961;-71.56026321;-1946365.122;2834986.235;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-5;-16.4462534;-71.56011127;-1946333.425;2835007.195;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-5;-16.44609001;-71.56042901;-1946310.231;2834973.32;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-6; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.4-6;-16.44656571;-71.56021523;-1946368.792;2834991.332;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-6;-16.44672675;-71.55987701;-1946391.971;2835027.56;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-6;-16.44647242;-71.5597299;-1946363.958;2835047.555;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-6;-16.446251;-71.55962763;-1946339.243;2835062.039;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-6;-16.44625174;-71.5598862;-1946336.069;2835032.725;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-6;-16.44626912;-71.56006618;-1946335.84;2835012.1;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-7; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.4-7;-16.44687233;-71.55965321;-1946411.89;2835051.021;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-7;-16.44665296;-71.5594985;-1946388.079;2835071.422;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-7;-16.4464718;-71.55967584;-1946364.566;2835053.69;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-7;-16.44676691;-71.55984367;-1946397.107;2835030.813;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-8; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.4-8;-16.44662787;-71.55948297;-1946385.327;2835073.51;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-8;-16.44635073;-71.55922976;-1946355.973;2835105.828;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-8;-16.44605728;-71.55897559;-1946324.716;2835138.469;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-8;-16.44600527;-71.55906607;-1946317.467;2835128.894;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-8;-16.44593186;-71.55915374;-1946307.739;2835119.918;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-8;-16.4461444;-71.55943634;-1946329.136;2835085.112;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-8;-16.44622785;-71.55956085;-1946337.367;2835069.91;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.4-8;-16.44643095;-71.55965951;-1946359.974;2835056.075;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-1; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.5-1;-16.44960009;-71.5578956;-1946754.41;2835214.563;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-1;-16.44904121;-71.55736472;-1946695.47;2835282.036;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-1;-16.44881909;-71.55738714;-1946669.101;2835282.397;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-1;-16.4486779;-71.5575337;-1946650.67;2835267.634;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-1;-16.44933881;-71.55817531;-1946720.196;2835186.278;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-2; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.5-2;-16.44961087;-71.55786849;-1946756.017;2835217.494;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-2;-16.44986607;-71.55759294;-1946789.464;2835245.387;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-2;-16.44948579;-71.55726075;-1946748.994;2835288.007;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-2;-16.44925782;-71.55751836;-1946718.972;2835261.791;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-3; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.5-3;-16.44989223;-71.55756569;-1946792.88;2835248.134;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-3;-16.45013233;-71.55730055;-1946824.423;2835275.045;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-3;-16.44983141;-71.55701555;-1946792.677;2835311.278;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-3;-16.44958752;-71.55727849;-1946760.717;2835284.667;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-4; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.5-4;-16.45016321;-71.55727686;-1946828.348;2835277.326;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-4;-16.45024993;-71.55718785;-1946839.655;2835286.279;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-4;-16.45009109;-71.55704258;-1946822.833;2835304.819;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-4;-16.45010447;-71.55702227;-1946824.661;2835306.946;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-4;-16.44995349;-71.55689044;-1946808.593;2835323.86;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-4;-16.4498575;-71.55698599;-1946796.114;2835314.287;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-5; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.5-5;-16.44980219;-71.55692556;-1946790.381;2835321.859;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-5;-16.44988672;-71.55683355;-1946801.47;2835331.181;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-5;-16.44958586;-71.55655271;-1946769.678;2835366.943;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-5;-16.44951277;-71.55665;-1946759.868;2835356.873;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-6; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.5-6;-16.44948713;-71.55719803;-1946749.942;2835295.098;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-6;-16.44976647;-71.55694957;-1946785.884;2835319.605;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-6;-16.44948176;-71.55667907;-1946755.859;2835353.983;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-6;-16.44924101;-71.55695315;-1946724.127;2835326.068;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-7; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.5-7;-16.44914855;-71.55730467;-1946708.833;2835287.437;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-7;-16.44932884;-71.55725635;-1946730.617;2835290.558;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-7;-16.44944998;-71.55720444;-1946745.499;2835294.856;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-7;-16.4492141;-71.55697247;-1946720.723;2835324.23;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-7;-16.44888307;-71.55731762;-1946677.492;2835289.44;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.5-7;-16.4488966;-71.5573375;-1946678.831;2835287.01;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-1; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.6-1;-16.45182141;-71.5592226;-1946998.542;2835035.135;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-1;-16.4517049;-71.55898513;-1946987.855;2835063.57;False; ; ;0; ; ; ; ; ; ;
