"","UNICODE","ESTA_CUANTIS","ESTA_SENSIS","ESTA_ESTRATEGIAS","T_Cuantis","C_Cuantis","R_Cuantis","DES_Cuantis","LV_Cuantis","LP_Cuantis","P_Sensis","RP_Sensis","C_Sensis","R_Sensis","DES_Sensis","LV_Sensis","LP_Sensis","V_Sensis","LATITUD","LONGITUD","LOCALIDAD","MZ","ESTRATEGIA","CLUSTER","CUADRUPLET","STATUS_C1_MINSA","in_tri_C1","pe_tri_C1","pos_C1","STATUS_C2_MINSA","in_tri_C2","pe_tri_C2","pos_C2","T","R","C","DES","LP","LV","P","V","STATUS","BD_MINSA","PROG_OLVIDO","FECHA_CUANTI","APERTURADA_DIA","DIAS_PRI_VISITA_TRAT","DIAS_PRI_PROG_TRAT","VIV_PROG_NUNCA_TRAT","MINUTOS_ROCIADO","ETAPA_ROCIADO","sampleA","sampleB","sampleC","sampleD","sampleE","sampleF","NUMRES","IN_AMB","ESTRATEGIA2"
"4034","1.1.78.309",1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,-16.370498636943,-71.5266788491445,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-19",0,5,1,NA,71,"ataque",1,1,1,1,1,1,12,9,"Control"
"4035","1.1.78.31",1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,-16.3713585145254,-71.5267078989415,"INDEPENDENCIA ZONA A-1",3,"Comm.Leaders",47,8,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-27",0,7,2,NA,62,"ataque",1,1,1,1,1,1,13,10,"Comm.Leaders"
"4036","1.1.78.310",1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,-16.3705608687522,-71.5267600994474,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-18",0,4,4,NA,56,"ataque",1,1,1,1,1,1,7,7,"Control"
"4037","1.1.78.311",0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,-16.3706394042092,-71.5268381794495,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"R",NA,NA,0,"T",NA,NA,0,0,1,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,"Control"
"4038","1.1.78.312",1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,-16.3706960693184,-71.5269593155727,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"C",NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,"2015-08-18",0,4,4,NA,25,"ataque",1,1,1,1,1,1,1,1,"Control"
"4039","1.1.78.313",0,1,1,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,2,-16.370561506688,-71.526925987624,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,6,6,"Control"
"4040","1.1.78.314",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,-16.3704939104129,-71.526887209992,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-22",1,13,0,NA,45,"ataque",1,1,1,1,1,1,5,6,"Control"
"4041","1.1.78.315",1,1,1,0,1,0,0,0,0,1,0,4,0,0,0,0,2,-16.3704470878468,-71.5268349385557,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,0,1,5,7,"Control"
"4042","1.1.78.316",1,1,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0,-16.3704037781815,-71.5267926229732,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-27",0,9,9,NA,39,"ataque",1,1,1,1,1,1,4,5,"Control"
"4043","1.1.78.317",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3703547039531,-71.5267610855956,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"LP",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-25",0,1,1,NA,21,"ataque",1,1,1,1,1,0,NA,NA,"Control"
"4044","1.1.78.318",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3703037605946,-71.5267026337968,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"R",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-25",1,0,0,NA,39,"ataque",1,1,1,1,1,0,NA,NA,"Control"
"4045","1.1.78.319",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-16.3702198989402,-71.5266716371068,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-25",0,1,1,NA,44,"ataque",1,1,1,1,1,1,4,9,"Control"
"4046","1.1.78.32",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3712918814254,-71.5268145435275,"INDEPENDENCIA ZONA A-1",3,"Comm.Leaders",47,8,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-27",0,2,2,NA,62,"ataque",1,1,1,1,1,1,5,3,"Comm.Leaders"
"4047","1.1.78.320",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-16.3701873236818,-71.5266344719398,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-25",0,1,1,NA,44,"ataque",1,1,1,1,1,1,4,11,"Control"
"4048","1.1.78.321",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-16.3701307540861,-71.5265911039869,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-25",1,1,0,NA,64,"ataque",1,1,1,1,1,1,5,4,"Control"
"4049","1.1.78.321A",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3701307540861,-71.5265911039869,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-28",1,0,0,NA,35,"ataque",1,1,1,1,1,1,3,5,"Control"
"4050","1.1.78.322",1,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,-16.3700802006534,-71.5265315873573,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-07",0,14,14,NA,54,"ataque",1,1,1,1,1,1,4,8,"Control"
"4051","1.1.78.323",1,1,1,0,4,0,0,0,0,2,3,1,2,0,0,0,4,-16.3700216595975,-71.5264850500642,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"C",NA,NA,NA,0,1,1,0,0,0,0,0,2,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,12,8,"Control"
"4052","1.1.78.324",1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,-16.3699526878645,-71.5264320706045,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-02",1,13,0,NA,80,"ataque",1,1,1,1,1,1,4,7,"Control"
"4053","1.1.78.325",1,1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,-16.3698773904801,-71.526397642034,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-25",0,15,2,NA,48,"fuera de tiempo",1,1,1,1,1,1,12,9,"Control"
"4054","1.1.78.326",1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,-16.3698208018855,-71.5263556075923,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-18",1,0,0,NA,58,"ataque",1,1,1,1,1,1,2,4,"Control"
"4055","1.1.78.327",1,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,-16.3697509091541,-71.5262782870218,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-24",0,6,5,NA,68,"ataque",1,1,1,1,1,1,9,15,"Control"
"4056","1.1.78.328",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-16.3696885703437,-71.5262561746425,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-21",1,3,2,NA,75,"ataque",1,1,1,1,1,1,5,13,"Control"
"4057","1.1.78.328A",1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-16.3696885703437,-71.5262561746425,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-21",0,NA,NA,NA,63,"ataque",1,1,1,1,1,1,5,6,"Control"
"4058","1.1.78.329",1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,-16.3696106793955,-71.5261948723931,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-25",0,7,7,NA,31,"ataque",1,1,1,1,1,1,2,3,"Control"
"4059","1.1.78.33",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-16.3712268335471,-71.5269419873674,"INDEPENDENCIA ZONA A-1",3,"Comm.Leaders",47,8,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-13",1,3,0,NA,NA,"domingos",1,1,1,1,1,1,1,7,"Comm.Leaders"
"4060","1.1.78.330",1,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,-16.3695210185452,-71.5261441256685,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-08-24",1,6,6,NA,38,"ataque",1,1,1,1,1,1,1,3,"Control"
"4061","1.1.78.331",1,1,1,1,2,0,0,0,0,4,1,2,1,0,0,0,2,-16.3694462026017,-71.5261012378025,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,1,1,0,0,0,0,0,1,0,0,"2015-09-15",0,28,27,NA,78,"ataque",1,1,1,1,1,1,3,19,"Control"
"4062","1.1.78.332",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3693643808032,-71.5260319180737,"INDEPENDENCIA ZONA A-1",19,"Control",50,10,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-18",1,0,0,NA,43,"ataque",1,1,1,1,1,1,4,15,"Control"
"4063","1.1.78.333",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3697241111514,-71.5265841501237,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-25",1,0,0,NA,43,"ataque",1,1,1,1,1,1,3,4,"Control"
"4064","1.1.78.334",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3698041788138,-71.5266413365233,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-26",1,0,0,NA,41,"ataque",1,1,1,1,1,1,7,4,"Control"
"4065","1.1.78.335",1,1,1,1,0,0,0,0,0,2,0,2,1,0,0,0,0,-16.3698847993792,-71.5267122929466,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,1,1,0,0,0,0,0,1,0,0,"2015-09-23",0,30,1,NA,58,"fuera de tiempo",1,1,1,1,1,1,12,13,"Control"
"4066","1.1.78.336",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,-16.3699805758339,-71.5267764719929,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-31",0,7,3,NA,57,"ataque",1,1,1,1,1,1,6,5,"Control"
"4067","1.1.78.337",1,1,1,1,0,0,0,0,0,3,0,2,0,0,0,0,1,-16.370071654765,-71.5268317727956,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"R",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-23",0,30,8,NA,45,"fuera de tiempo",1,1,1,1,1,0,NA,NA,"Control"
"4068","1.1.78.338",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-16.3701677173738,-71.5268887543287,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-25",1,1,0,NA,47,"ataque",1,1,1,1,1,1,4,8,"Control"
"4069","1.1.78.339",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3702824170766,-71.5269363046125,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-24",1,0,0,NA,66,"ataque",1,1,1,1,1,1,7,12,"Control"
"4070","1.1.78.34",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-16.3711407706241,-71.5268562617914,"INDEPENDENCIA ZONA A-1",3,"Comm.Leaders",47,8,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-16",0,6,1,NA,70,"ataque",1,1,1,1,1,1,9,10,"Comm.Leaders"
"4071","1.1.78.340",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3703306307399,-71.5270192882486,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-01",0,5,5,NA,52,"ataque",1,1,1,1,1,1,2,10,"Control"
"4072","1.1.78.341",0,1,1,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,-16.3704118019611,-71.5270786820201,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,4,9,"Control"
"4073","1.1.78.342",1,1,1,1,2,0,0,0,0,3,0,3,0,0,0,0,1,-16.3704507532403,-71.5271097266203,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-22",1,28,28,NA,41,"ataque",1,1,1,1,1,1,3,5,"Control"
"4074","1.1.78.343",1,1,1,1,2,0,0,0,0,3,0,4,0,0,0,0,1,-16.3705354278713,-71.527164355787,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-22",1,29,28,NA,30,"ataque",1,1,1,1,1,1,1,5,"Control"
"4075","1.1.78.344",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-16.3705867441916,-71.5272188192227,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-09",1,1,0,NA,68,"ataque",1,1,1,1,1,1,1,1,"Control"
"4076","1.1.78.344A",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-16.3705867441916,-71.5272188192227,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-09",1,16,0,NA,68,"ataque",1,1,1,1,1,1,5,7,"Control"
"4077","1.1.78.345",1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,2,-16.3706315342016,-71.5272706191596,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"C",NA,NA,NA,0,1,1,0,0,0,0,0,2,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,4,7,"Control"
"4078","1.1.78.346",1,1,1,0,1,0,0,0,0,1,0,3,0,0,0,0,1,-16.3706903769826,-71.5273332691795,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,0,1,7,14,"Control"
"4079","1.1.78.347",1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,-16.370764667846,-71.5273913471149,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,0,1,4,8,"Control"
"4080","1.1.78.348",1,1,1,1,2,0,0,0,0,3,0,2,0,0,0,0,0,-16.3708325455218,-71.5274687343538,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-10",0,16,16,NA,55,"ataque",1,1,1,1,1,1,4,8,"Control"
"4081","1.1.78.349",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-16.3707254485623,-71.5276276398481,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-28",1,0,0,NA,72,"ataque",1,1,1,1,1,1,5,11,"Control"
"4082","1.1.78.35",0,1,1,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,-16.3710855730656,-71.5268112608683,"INDEPENDENCIA ZONA A-1",3,"Comm.Leaders",47,8,"TN",NA,NA,0,"C",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,"Comm.Leaders"
"4083","1.1.78.350",1,1,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,-16.3706394104994,-71.5275690371703,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-17",1,8,0,NA,68,"ataque",1,1,1,1,1,1,8,5,"Control"
"4084","1.1.78.351",1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,-16.3705569722778,-71.5275112701697,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-17",1,8,0,NA,81,"ataque",1,1,1,1,1,1,10,8,"Control"
"4085","1.1.78.352",0,1,1,NA,NA,NA,NA,NA,NA,0,0,1,2,0,0,0,2,-16.3704612603857,-71.5274374398701,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"R",NA,NA,0,"R",NA,NA,NA,0,1,1,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,"Control"
"4086","1.1.78.353",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,-16.3703912676734,-71.5274025726264,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-18",1,16,0,NA,51,"ataque",1,1,1,1,1,1,6,13,"Control"
"4087","1.1.78.354",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3703350716657,-71.5273927784364,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"C",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-02",1,0,0,NA,28,"ataque",1,1,1,1,1,0,NA,NA,"Control"
"4088","1.1.78.355",1,1,1,0,4,0,0,0,0,2,2,4,0,0,0,0,0,-16.3702816724128,-71.5273555325764,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"R",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,0,1,3,4,"Control"
"4089","1.1.78.356",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.370178113922,-71.5272702876312,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"C",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-04",1,0,0,NA,58,"ataque",1,1,1,1,1,0,NA,NA,"Control"
"4090","1.1.78.357",1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,-16.3701198757556,-71.5272141712964,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-08",0,6,6,NA,89,"ataque",1,1,1,1,1,1,5,10,"Control"
"4091","1.1.78.358",1,1,1,1,2,0,0,0,0,3,2,1,0,0,0,0,0,-16.3700786926292,-71.5271942232961,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-08",0,6,5,NA,121,"ataque",1,1,1,1,1,1,5,6,"Control"
"4092","1.1.78.359",1,1,1,1,3,0,0,0,0,3,3,0,0,0,0,0,0,-16.3699983016696,-71.5271506073791,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-08",0,6,6,NA,121,"ataque",1,1,1,1,1,1,7,6,"Control"
"4093","1.1.78.36",0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,1,-16.3710209826857,-71.52673499486,"INDEPENDENCIA ZONA A-1",3,"Comm.Leaders",47,8,"TN",NA,NA,0,"C",NA,NA,NA,0,1,0,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,7,13,"Comm.Leaders"
"4094","1.1.78.360",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-16.3699138128715,-71.5271031909755,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-11",0,9,1,NA,37,"ataque",1,1,1,1,1,1,2,6,"Control"
"4095","1.1.78.361",0,1,1,NA,NA,NA,NA,NA,NA,0,0,4,1,0,0,0,0,-16.369823059142,-71.5270197429295,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"R",NA,NA,NA,0,1,1,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,9,10,"Control"
"4096","1.1.78.362",0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,3,-16.3697320611664,-71.5269596108777,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"C",NA,NA,0,"R",NA,NA,NA,0,1,0,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,"Control"
"4097","1.1.78.363",1,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,-16.3696363930745,-71.5269201972679,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"LP",NA,NA,0,"T",NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,"2015-09-17",0,1,1,NA,64,"ataque",1,1,1,1,1,0,NA,NA,"Control"
"4098","1.1.78.364",1,1,1,1,4,0,0,0,0,4,4,3,0,0,0,0,2,-16.3695471668164,-71.5268566115814,"INDEPENDENCIA ZONA A-1",20,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-18",1,15,10,NA,67,"ataque",1,1,1,1,1,1,5,6,"Control"
"4099","1.1.78.365",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-16.3708543819768,-71.5278207924247,"INDEPENDENCIA ZONA A-1",21,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-10",0,1,1,NA,28,"ataque",1,1,1,1,1,1,3,6,"Control"
"4100","1.1.78.366",1,1,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,-16.3708909261929,-71.5277576483028,"INDEPENDENCIA ZONA A-1",21,"Control",51,14,"R",NA,NA,0,"R",NA,NA,NA,0,1,1,0,0,0,0,0,2,0,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,0,NA,NA,"Control"
"4101","1.1.78.367",0,1,1,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,-16.3709390441543,-71.5276961035128,"INDEPENDENCIA ZONA A-1",21,"Control",51,14,"R",NA,NA,0,"R",NA,NA,NA,0,0,1,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,NA,NA,"Control"
"4102","1.1.78.368",0,1,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,-16.370982997221,-71.5276376571671,"INDEPENDENCIA ZONA A-1",21,"Control",51,14,"R",NA,NA,0,"R",NA,NA,NA,0,0,1,0,0,0,0,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,NA,NA,"Control"
"4103","1.1.78.369",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3710244689078,-71.5275865779602,"INDEPENDENCIA ZONA A-1",21,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-08-25",1,0,0,NA,65,"ataque",1,1,1,1,1,1,13,11,"Control"
"4104","1.1.78.369A",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.3710244689078,-71.5275865779602,"INDEPENDENCIA ZONA A-1",21,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-29",1,0,0,NA,32,"fuera de tiempo",1,1,1,1,1,1,7,4,"Control"
"4105","1.1.78.37",1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,-16.3709593217448,-71.5266743273411,"INDEPENDENCIA ZONA A-1",3,"Comm.Leaders",47,8,"TN",NA,NA,0,"T",NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,"2015-09-15",1,22,0,NA,35,"ataque",1,1,1,1,1,1,4,11,"Comm.Leaders"
"4106","1.1.78.370",1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-16.3711789583001,-71.5277130145583,"INDEPENDENCIA ZONA A-1",21,"Control",51,14,"TN",NA,NA,0,"T",NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,"2015-09-07",0,13,5,NA,38,"ataque",1,1,1,1,1,1,4,8,"Control"
