"","UNICODE","P","D","L","V","CICLO_ROCIADO","STATUS","IN_TRI","PE_TRI"
"992","1.1.22.119","1","1","22","119","1","T",NA,NA
"993","1.1.22.119","1","1","22","119","2","T",NA,NA
"994","1.1.22.11A","1","1","22","11A","1","T",NA,NA
"995","1.1.22.11A","1","1","22","11A","2","R",NA,NA
"996","1.1.22.12","1","1","22","12","1","R",NA,NA
"997","1.1.22.12","1","1","22","12","2","C",NA,NA
"998","1.1.22.120","1","1","22","120","1","T",NA,NA
"999","1.1.22.120","1","1","22","120","2","T",NA,NA
"1000","1.1.22.121","1","1","22","121","1","T",NA,NA
"1001","1.1.22.121","1","1","22","121","2","T",NA,NA
"1002","1.1.22.122","1","1","22","122","1","T",NA,NA
"1003","1.1.22.122","1","1","22","122","2","T",NA,NA
"1004","1.1.22.123","1","1","22","123","1","T",NA,NA
"1005","1.1.22.123","1","1","22","123","2","T",NA,NA
"1006","1.1.22.124","1","1","22","124","1","C",NA,NA
"1007","1.1.22.124","1","1","22","124","2","C",NA,NA
"1008","1.1.22.125","1","1","22","125","1","T",NA,NA
"1009","1.1.22.125","1","1","22","125","2","T",NA,NA
"1010","1.1.22.126","1","1","22","126","1","R",NA,NA
"1011","1.1.22.126","1","1","22","126","2","R",NA,NA
"1012","1.1.22.127","1","1","22","127","1","T",NA,NA
"1013","1.1.22.127","1","1","22","127","2","T",NA,NA
"1014","1.1.22.128","1","1","22","128","1","T",NA,NA
"1015","1.1.22.128","1","1","22","128","2","T",NA,NA
"1016","1.1.22.129","1","1","22","129","1","T",NA,NA
"1017","1.1.22.129","1","1","22","129","2","T",NA,NA
"1018","1.1.22.13","1","1","22","13","1","R",NA,NA
"1019","1.1.22.13","1","1","22","13","2","C",NA,NA
"1020","1.1.22.130","1","1","22","130","1","T",NA,NA
"1021","1.1.22.130","1","1","22","130","2","T",NA,NA
"1022","1.1.22.131","1","1","22","131","1","T",NA,NA
"1023","1.1.22.131","1","1","22","131","2","T",NA,NA
"1024","1.1.22.132","1","1","22","132","1","T",NA,NA
"1025","1.1.22.132","1","1","22","132","2","T",NA,NA
"1026","1.1.22.133","1","1","22","133","1","T",NA,NA
"1027","1.1.22.133","1","1","22","133","2","T",NA,NA
"1028","1.1.22.134","1","1","22","134","1","T",NA,NA
"1029","1.1.22.134","1","1","22","134","2","T",NA,NA
"1030","1.1.22.135","1","1","22","135","1","T",NA,NA
"1031","1.1.22.135","1","1","22","135","2","T",NA,NA
"1032","1.1.22.136","1","1","22","136","1","T",NA,NA
"1033","1.1.22.136","1","1","22","136","2","T",NA,NA
"1034","1.1.22.137","1","1","22","137","1","T",NA,NA
"1035","1.1.22.137","1","1","22","137","2","T",NA,NA
"1036","1.1.22.138","1","1","22","138","1","T",NA,NA
"1037","1.1.22.138","1","1","22","138","2","T",NA,NA
"1038","1.1.22.139","1","1","22","139","1","T",NA,NA
"1039","1.1.22.139","1","1","22","139","2","T",NA,NA
"1040","1.1.22.14","1","1","22","14","1","T",NA,NA
"1041","1.1.22.14","1","1","22","14","2","C",NA,NA
"1042","1.1.22.140","1","1","22","140","1","T",NA,NA
"1043","1.1.22.140","1","1","22","140","2","T",NA,NA
"1044","1.1.22.141","1","1","22","141","1","C",NA,NA
"1045","1.1.22.141","1","1","22","141","2","T",NA,NA
"1046","1.1.22.142","1","1","22","142","1","T",NA,NA
"1047","1.1.22.142","1","1","22","142","2","R",NA,NA
"1048","1.1.22.143","1","1","22","143","1","T",NA,NA
"1049","1.1.22.143","1","1","22","143","2","T",NA,NA
"1050","1.1.22.144","1","1","22","144","1","T",NA,NA
"1051","1.1.22.144","1","1","22","144","2","T",NA,NA
"1052","1.1.22.145","1","1","22","145","1","T",NA,NA
"1053","1.1.22.145","1","1","22","145","2","T",NA,NA
"1054","1.1.22.146","1","1","22","146","1","T",NA,NA
"1055","1.1.22.146","1","1","22","146","2","T",NA,NA
"1056","1.1.22.147","1","1","22","147","1","T",NA,NA
"1057","1.1.22.147","1","1","22","147","2","T",NA,NA
"1058","1.1.22.148","1","1","22","148","1","T",NA,NA
"1059","1.1.22.148","1","1","22","148","2","T",NA,NA
"1060","1.1.22.149","1","1","22","149","1","T",NA,NA
"1061","1.1.22.149","1","1","22","149","2","T",NA,NA
"1062","1.1.22.14A","1","1","22","14A","1","T",NA,NA
"1063","1.1.22.14A","1","1","22","14A","2","C",NA,NA
"1064","1.1.22.14B","1","1","22","14B","1","T",NA,NA
"1065","1.1.22.14B","1","1","22","14B","2","T",NA,NA
"1066","1.1.22.14C","1","1","22","14C","1","T",NA,NA
"1067","1.1.22.14C","1","1","22","14C","2","T",NA,NA
"1068","1.1.22.15","1","1","22","15","1","T",NA,NA
"1069","1.1.22.15","1","1","22","15","2","T",NA,NA
"1070","1.1.22.150","1","1","22","150","1","T",NA,NA
"1071","1.1.22.150","1","1","22","150","2","T",NA,NA
"1072","1.1.22.151","1","1","22","151","1","T",NA,NA
"1073","1.1.22.151","1","1","22","151","2","T",NA,NA
"1074","1.1.22.152","1","1","22","152","1","T",NA,NA
"1075","1.1.22.152","1","1","22","152","2","T",NA,NA
"1076","1.1.22.153","1","1","22","153","1","T",NA,NA
"1077","1.1.22.153","1","1","22","153","2","T",NA,NA
"1078","1.1.22.154","1","1","22","154","1","T",NA,NA
"1079","1.1.22.154","1","1","22","154","2","T",NA,NA
"1080","1.1.22.155","1","1","22","155","1","T",NA,NA
"1081","1.1.22.155","1","1","22","155","2","T",NA,NA
"1082","1.1.22.156","1","1","22","156","1","T",NA,NA
"1083","1.1.22.156","1","1","22","156","2","T",NA,NA
"1084","1.1.22.157","1","1","22","157","1","T",NA,NA
"1085","1.1.22.157","1","1","22","157","2","T",NA,NA
"1086","1.1.22.158","1","1","22","158","1","C",NA,NA
"1087","1.1.22.158","1","1","22","158","2","C",NA,NA
"1088","1.1.22.159","1","1","22","159","1","T",NA,NA
"1089","1.1.22.159","1","1","22","159","2","T",NA,NA
"1090","1.1.22.15A","1","1","22","15A","1","T",NA,NA
"1091","1.1.22.15A","1","1","22","15A","2","T",NA,NA
"1092","1.1.22.15B","1","1","22","15B","1","T",NA,NA
"1093","1.1.22.15B","1","1","22","15B","2","T",NA,NA
"1094","1.1.22.16","1","1","22","16","1","T",NA,NA
"1095","1.1.22.16","1","1","22","16","2","T",NA,NA
"1096","1.1.22.160","1","1","22","160","1","T",NA,NA
"1097","1.1.22.160","1","1","22","160","2","C",NA,NA
"1098","1.1.22.160A","1","1","22","160A","1","T",NA,NA
"1099","1.1.22.160A","1","1","22","160A","2","T",NA,NA
"1100","1.1.22.161","1","1","22","161","1","R",NA,NA
"1101","1.1.22.161","1","1","22","161","2","C",NA,NA
"1102","1.1.22.162","1","1","22","162","1","T",NA,NA
"1103","1.1.22.162","1","1","22","162","2","T",NA,NA
"1104","1.1.22.163","1","1","22","163","1","R",NA,NA
"1105","1.1.22.163","1","1","22","163","2","T",NA,NA
"1106","1.1.22.164","1","1","22","164","1","T",NA,NA
"1107","1.1.22.164","1","1","22","164","2","T",NA,NA
"1108","1.1.22.165","1","1","22","165","1","T",NA,NA
"1109","1.1.22.165","1","1","22","165","2","T",NA,NA
"1110","1.1.22.166","1","1","22","166","1","T",NA,NA
"1111","1.1.22.166","1","1","22","166","2","T",NA,NA
"1112","1.1.22.167","1","1","22","167","1","T",NA,NA
"1113","1.1.22.167","1","1","22","167","2","T",NA,NA
"1114","1.1.22.168","1","1","22","168","1","T",NA,NA
"1115","1.1.22.168","1","1","22","168","2","T",NA,NA
"1116","1.1.22.169","1","1","22","169","1","T",NA,NA
"1117","1.1.22.169","1","1","22","169","2","T",NA,NA
"1118","1.1.22.17","1","1","22","17","1","T",NA,NA
"1119","1.1.22.17","1","1","22","17","2","T",NA,NA
"1120","1.1.22.170","1","1","22","170","1","T",NA,NA
"1121","1.1.22.170","1","1","22","170","2","T",NA,NA
"1122","1.1.22.171","1","1","22","171","1","T",NA,NA
"1123","1.1.22.171","1","1","22","171","2","T",NA,NA
"1124","1.1.22.172","1","1","22","172","1","T",NA,NA
"1125","1.1.22.172","1","1","22","172","2","T",NA,NA
"1126","1.1.22.173","1","1","22","173","1","T",NA,NA
"1127","1.1.22.173","1","1","22","173","2","T",NA,NA
"1128","1.1.22.174","1","1","22","174","1","T",NA,NA
"1129","1.1.22.174","1","1","22","174","2","T",NA,NA
"1130","1.1.22.175","1","1","22","175","1","T",NA,NA
"1131","1.1.22.175","1","1","22","175","2","T",NA,NA
"1132","1.1.22.176","1","1","22","176","1","T",NA,NA
"1133","1.1.22.176","1","1","22","176","2","C",NA,NA
"1134","1.1.22.176A","1","1","22","176A","1","T",NA,NA
"1135","1.1.22.176A","1","1","22","176A","2","T",NA,NA
"1136","1.1.22.177","1","1","22","177","1","T",NA,NA
"1137","1.1.22.177","1","1","22","177","2","T",NA,NA
"1138","1.1.22.178","1","1","22","178","1","T",NA,NA
"1139","1.1.22.178","1","1","22","178","2","T",NA,NA
"1140","1.1.22.179","1","1","22","179","1","T",NA,NA
"1141","1.1.22.179","1","1","22","179","2","T",NA,NA
"1142","1.1.22.18","1","1","22","18","1","R",NA,NA
"1143","1.1.22.18","1","1","22","18","2","C",NA,NA
"1144","1.1.22.180","1","1","22","180","1","T",NA,NA
"1145","1.1.22.180","1","1","22","180","2","T",NA,NA
"1146","1.1.22.181","1","1","22","181","1","T",NA,NA
"1147","1.1.22.181","1","1","22","181","2","T",NA,NA
"1148","1.1.22.182","1","1","22","182","1","T",NA,NA
"1149","1.1.22.182","1","1","22","182","2","T",NA,NA
"1150","1.1.22.183","1","1","22","183","1","T",NA,NA
"1151","1.1.22.183","1","1","22","183","2","T",NA,NA
"1152","1.1.22.184","1","1","22","184","1","T",NA,NA
"1153","1.1.22.184","1","1","22","184","2","T",NA,NA
"1154","1.1.22.185","1","1","22","185","1","T",NA,NA
"1155","1.1.22.185","1","1","22","185","2","T",NA,NA
"1156","1.1.22.186","1","1","22","186","1","T",NA,NA
"1157","1.1.22.186","1","1","22","186","2","T",NA,NA
"1158","1.1.22.187","1","1","22","187","1","T",NA,NA
"1159","1.1.22.187","1","1","22","187","2","C",NA,NA
"1160","1.1.22.188","1","1","22","188","1","T",NA,NA
"1161","1.1.22.188","1","1","22","188","2","T",NA,NA
"1162","1.1.22.189","1","1","22","189","1","T",NA,NA
"1163","1.1.22.189","1","1","22","189","2","T",NA,NA
"1164","1.1.22.19","1","1","22","19","1","T",NA,NA
"1165","1.1.22.19","1","1","22","19","2","C",NA,NA
"1166","1.1.22.190","1","1","22","190","1","T",NA,NA
"1167","1.1.22.190","1","1","22","190","2","T",NA,NA
"1168","1.1.22.191","1","1","22","191","1","T",NA,NA
"1169","1.1.22.191","1","1","22","191","2","C",NA,NA
"1170","1.1.22.192","1","1","22","192","1","T",NA,NA
"1171","1.1.22.192","1","1","22","192","2","T",NA,NA
"1172","1.1.22.193","1","1","22","193","1","T",NA,NA
"1173","1.1.22.193","1","1","22","193","2","T",NA,NA
"1174","1.1.22.194","1","1","22","194","1","T",NA,NA
"1175","1.1.22.194","1","1","22","194","2","T",NA,NA
"1176","1.1.22.195","1","1","22","195","1","T",NA,NA
"1177","1.1.22.195","1","1","22","195","2","T",NA,NA
"1178","1.1.22.196","1","1","22","196","1","T",NA,NA
"1179","1.1.22.196","1","1","22","196","2","C",NA,NA
"1180","1.1.22.197","1","1","22","197","1","T",NA,NA
"1181","1.1.22.197","1","1","22","197","2","T",NA,NA
"1182","1.1.22.198","1","1","22","198","1","T",NA,NA
"1183","1.1.22.198","1","1","22","198","2","T",NA,NA
"1184","1.1.22.199","1","1","22","199","1","T",NA,NA
"1185","1.1.22.199","1","1","22","199","2","T",NA,NA
"1186","1.1.22.2","1","1","22","2","1","T",NA,NA
"1187","1.1.22.2","1","1","22","2","2","R",NA,NA
"1188","1.1.22.20","1","1","22","20","1","T",NA,NA
"1189","1.1.22.20","1","1","22","20","2","T",NA,NA
"1190","1.1.22.200","1","1","22","200","1","T",NA,NA
"1191","1.1.22.200","1","1","22","200","2","T",NA,NA
"1192","1.1.22.201","1","1","22","201","1","T",NA,NA
"1193","1.1.22.201","1","1","22","201","2","T",NA,NA
"1194","1.1.22.202","1","1","22","202","1","R",NA,NA
"1195","1.1.22.202","1","1","22","202","2","C",NA,NA
"1196","1.1.22.202","1","1","22","202","2","T",NA,NA
"1197","1.1.22.203","1","1","22","203","1","T",NA,NA
"1198","1.1.22.203","1","1","22","203","2","T",NA,NA
"1199","1.1.22.204","1","1","22","204","1","R",NA,NA
"1200","1.1.22.204","1","1","22","204","2","T",NA,NA
"1201","1.1.22.205","1","1","22","205","1","T",NA,NA
"1202","1.1.22.205","1","1","22","205","2","LP",NA,NA
"1203","1.1.22.206","1","1","22","206","1","T",NA,NA
"1204","1.1.22.206","1","1","22","206","2","T",NA,NA
"1205","1.1.22.207","1","1","22","207","1","T",NA,NA
"1206","1.1.22.207","1","1","22","207","2","T",NA,NA
"1207","1.1.22.208","1","1","22","208","1","T",NA,NA
"1208","1.1.22.208","1","1","22","208","2","T",NA,NA
"1209","1.1.22.209","1","1","22","209","1","T",NA,NA
"1210","1.1.22.209","1","1","22","209","2","T",NA,NA
"1211","1.1.22.21","1","1","22","21","1","R",NA,NA
"1212","1.1.22.21","1","1","22","21","2","T",NA,NA
"1213","1.1.22.22","1","1","22","22","1","T",NA,NA
"1214","1.1.22.22","1","1","22","22","2","T",NA,NA
"1215","1.1.22.23","1","1","22","23","1","T",NA,NA
"1216","1.1.22.23","1","1","22","23","2","T",NA,NA
"1217","1.1.22.24","1","1","22","24","1","R",NA,NA
"1218","1.1.22.24","1","1","22","24","2","T",NA,NA
"1219","1.1.22.25","1","1","22","25","1","T",NA,NA
"1220","1.1.22.25","1","1","22","25","2","T",NA,NA
"1221","1.1.22.26","1","1","22","26","1","T",NA,NA
"1222","1.1.22.26","1","1","22","26","2","T",NA,NA
"1223","1.1.22.27","1","1","22","27","1","T",NA,NA
"1224","1.1.22.27","1","1","22","27","2","T",NA,NA
"1225","1.1.22.28","1","1","22","28","1","T",NA,NA
"1226","1.1.22.28","1","1","22","28","2","T",NA,NA
"1227","1.1.22.29","1","1","22","29","1","R",NA,NA
"1228","1.1.22.29","1","1","22","29","2","T",NA,NA
"1229","1.1.22.3","1","1","22","3","1","T",NA,NA
"1230","1.1.22.3","1","1","22","3","2","T",NA,NA
"1231","1.1.22.30","1","1","22","30","1","R",NA,NA
"1232","1.1.22.30","1","1","22","30","2","C",NA,NA
"1233","1.1.22.31","1","1","22","31","1","T",NA,NA
"1234","1.1.22.31","1","1","22","31","2","C",NA,NA
"1235","1.1.22.32","1","1","22","32","1","R",NA,NA
"1236","1.1.22.32","1","1","22","32","2","T",NA,NA
"1237","1.1.22.33","1","1","22","33","1","T",NA,NA
"1238","1.1.22.33","1","1","22","33","2","T",NA,NA
"1239","1.1.22.34","1","1","22","34","1","T",NA,NA
"1240","1.1.22.34","1","1","22","34","2","T",NA,NA
"1241","1.1.22.35","1","1","22","35","1","T",NA,NA
"1242","1.1.22.35","1","1","22","35","2","T",NA,NA
"1243","1.1.22.36","1","1","22","36","1","T",NA,NA
"1244","1.1.22.36","1","1","22","36","2","T",NA,NA
"1245","1.1.22.37","1","1","22","37","1","T",NA,NA
"1246","1.1.22.37","1","1","22","37","2","T",NA,NA
"1247","1.1.22.38","1","1","22","38","1","T",NA,NA
"1248","1.1.22.38","1","1","22","38","2","T",NA,NA
"1249","1.1.22.39","1","1","22","39","1","R",NA,NA
"1250","1.1.22.39","1","1","22","39","2","C",NA,NA
"1251","1.1.22.4","1","1","22","4","1","R",NA,NA
"1252","1.1.22.4","1","1","22","4","2","C",NA,NA
"1253","1.1.22.40","1","1","22","40","1","R",NA,NA
"1254","1.1.22.40","1","1","22","40","2","T",NA,NA
"1255","1.1.22.41","1","1","22","41","1","C",NA,NA
"1256","1.1.22.41","1","1","22","41","2","C",NA,NA
"1257","1.1.22.42","1","1","22","42","1","T",NA,NA
"1258","1.1.22.42","1","1","22","42","2","T",NA,NA
"1259","1.1.22.43","1","1","22","43","1","T",NA,NA
"1260","1.1.22.43","1","1","22","43","2","T",NA,NA
"1261","1.1.22.44","1","1","22","44","1","R",NA,NA
"1262","1.1.22.44","1","1","22","44","2","T",NA,NA
"1263","1.1.22.45","1","1","22","45","1","T",NA,NA
"1264","1.1.22.45","1","1","22","45","2","C",NA,NA
"1265","1.1.22.46","1","1","22","46","1","R",NA,NA
"1266","1.1.22.46","1","1","22","46","2","T",NA,NA
"1267","1.1.22.47","1","1","22","47","1","T",NA,NA
"1268","1.1.22.47","1","1","22","47","2","T",NA,NA
"1269","1.1.22.48","1","1","22","48","1","R",NA,NA
"1270","1.1.22.48","1","1","22","48","2","T",NA,NA
"1271","1.1.22.49","1","1","22","49","1","R",NA,NA
"1272","1.1.22.49","1","1","22","49","2","C",NA,NA
"1273","1.1.22.5","1","1","22","5","1","T",NA,NA
"1274","1.1.22.5","1","1","22","5","2","T",NA,NA
"1275","1.1.22.50","1","1","22","50","1","T",NA,NA
"1276","1.1.22.50","1","1","22","50","2","C",NA,NA
"1277","1.1.22.51","1","1","22","51","1","T",NA,NA
"1278","1.1.22.51","1","1","22","51","2","T",NA,NA
"1279","1.1.22.52","1","1","22","52","1","C",NA,NA
"1280","1.1.22.52","1","1","22","52","2","T",NA,NA
"1281","1.1.22.53","1","1","22","53","1","C",NA,NA
"1282","1.1.22.53","1","1","22","53","2","T",NA,NA
"1283","1.1.22.54","1","1","22","54","1","C",NA,NA
"1284","1.1.22.54","1","1","22","54","2","T",NA,NA
"1285","1.1.22.55","1","1","22","55","1","T",NA,NA
"1286","1.1.22.55","1","1","22","55","2","T",NA,NA
"1287","1.1.22.55A","1","1","22","55A","1","T",NA,NA
"1288","1.1.22.55A","1","1","22","55A","2","T",NA,NA
"1289","1.1.22.55B","1","1","22","55B","1","T",NA,NA
"1290","1.1.22.55B","1","1","22","55B","2","T",NA,NA
"1291","1.1.22.56","1","1","22","56","1","R",NA,NA
"1292","1.1.22.56","1","1","22","56","2","C",NA,NA
"1293","1.1.22.56A","1","1","22","56A","1","T",NA,NA
"1294","1.1.22.56A","1","1","22","56A","2","T",NA,NA
"1295","1.1.22.57","1","1","22","57","1","T",NA,NA
"1296","1.1.22.57","1","1","22","57","2","T",NA,NA
"1297","1.1.22.58","1","1","22","58","1","T",NA,NA
"1298","1.1.22.58","1","1","22","58","2","T",NA,NA
"1299","1.1.22.59","1","1","22","59","1","T",NA,NA
"1300","1.1.22.59","1","1","22","59","2","C",NA,NA
"1301","1.1.22.6","1","1","22","6","1","C",NA,NA
"1302","1.1.22.6","1","1","22","6","2","T",NA,NA
"1303","1.1.22.60","1","1","22","60","1","T",NA,NA
"1304","1.1.22.60","1","1","22","60","2","T",NA,NA
"1305","1.1.22.61","1","1","22","61","1","T",NA,NA
"1306","1.1.22.61","1","1","22","61","2","T",NA,NA
"1307","1.1.22.61A","1","1","22","61A","1","T",NA,NA
"1308","1.1.22.61A","1","1","22","61A","2","T",NA,NA
"1309","1.1.22.62","1","1","22","62","1","T",NA,NA
"1310","1.1.22.62","1","1","22","62","2","T",NA,NA
"1311","1.1.22.63","1","1","22","63","1","T",NA,NA
"1312","1.1.22.63","1","1","22","63","2","T",NA,NA
"1313","1.1.22.64","1","1","22","64","1","R",NA,NA
"1314","1.1.22.64","1","1","22","64","2","T",NA,NA
"1315","1.1.22.65","1","1","22","65","1","T",NA,"9"
"1316","1.1.22.65","1","1","22","65","2","T",NA,NA
"1317","1.1.22.66","1","1","22","66","1","T",NA,NA
"1318","1.1.22.66","1","1","22","66","2","T",NA,NA
"1319","1.1.22.67","1","1","22","67","1","T",NA,NA
"1320","1.1.22.67","1","1","22","67","2","T",NA,NA
"1321","1.1.22.68","1","1","22","68","1","T",NA,NA
"1322","1.1.22.68","1","1","22","68","2","T",NA,NA
"1323","1.1.22.69","1","1","22","69","1","T",NA,NA
"1324","1.1.22.69","1","1","22","69","2","T",NA,NA
"1325","1.1.22.7","1","1","22","7","1","C",NA,NA
"1326","1.1.22.7","1","1","22","7","2","T",NA,NA
"1327","1.1.22.70","1","1","22","70","1","R",NA,NA
"1328","1.1.22.70","1","1","22","70","2","R",NA,NA
"1329","1.1.22.71","1","1","22","71","1","R",NA,NA
"1330","1.1.22.71","1","1","22","71","2","R",NA,NA
"1331","1.1.22.72","1","1","22","72","1","T",NA,NA
"1332","1.1.22.72","1","1","22","72","2","T",NA,NA
"1333","1.1.22.72A","1","1","22","72A","1","T",NA,NA
"1334","1.1.22.72A","1","1","22","72A","2","T",NA,NA
"1335","1.1.22.73","1","1","22","73","1","T",NA,NA
"1336","1.1.22.73","1","1","22","73","2","T",NA,NA
"1337","1.1.22.74","1","1","22","74","1","T",NA,NA
"1338","1.1.22.74","1","1","22","74","2","T",NA,NA
"1339","1.1.22.75","1","1","22","75","1","T",NA,NA
"1340","1.1.22.75","1","1","22","75","2","T",NA,NA
"1341","1.1.22.76","1","1","22","76","1","T",NA,NA
"1342","1.1.22.76","1","1","22","76","2","C",NA,NA
"1343","1.1.22.76A","1","1","22","76A","1","T",NA,NA
"1344","1.1.22.76A","1","1","22","76A","2","T",NA,NA
"1345","1.1.22.76B","1","1","22","76B","1","T",NA,NA
"1346","1.1.22.76B","1","1","22","76B","2","T",NA,NA
"1347","1.1.22.77","1","1","22","77","1","T",NA,NA
"1348","1.1.22.77","1","1","22","77","2","T",NA,NA
"1349","1.1.22.78","1","1","22","78","1","T",NA,NA
"1350","1.1.22.78","1","1","22","78","2","T",NA,NA
"1351","1.1.22.79","1","1","22","79","1","R",NA,NA
"1352","1.1.22.79","1","1","22","79","2","C",NA,NA
"1353","1.1.22.8","1","1","22","8","1","T",NA,NA
"1354","1.1.22.8","1","1","22","8","2","T",NA,NA
"1355","1.1.22.80","1","1","22","80","1","T",NA,NA
"1356","1.1.22.80","1","1","22","80","2","T",NA,NA
"1357","1.1.22.81","1","1","22","81","1","R",NA,NA
"1358","1.1.22.81","1","1","22","81","2","R",NA,NA
"1359","1.1.22.82","1","1","22","82","1","T",NA,NA
"1360","1.1.22.82","1","1","22","82","2","T",NA,NA
"1361","1.1.22.83","1","1","22","83","1","T",NA,NA
"1362","1.1.22.83","1","1","22","83","2","T",NA,NA
"1363","1.1.22.84","1","1","22","84","1","T",NA,NA
"1364","1.1.22.84","1","1","22","84","2","R",NA,NA
"1365","1.1.22.85","1","1","22","85","1","T","5",NA
"1366","1.1.22.85","1","1","22","85","2","T",NA,NA
"1367","1.1.22.86","1","1","22","86","1","C",NA,NA
"1368","1.1.22.86","1","1","22","86","2","T",NA,NA
"1369","1.1.22.87","1","1","22","87","1","T",NA,NA
"1370","1.1.22.87","1","1","22","87","2","T",NA,NA
"1371","1.1.22.88","1","1","22","88","1","T",NA,NA
"1372","1.1.22.88","1","1","22","88","2","T",NA,NA
"1373","1.1.22.89","1","1","22","89","1","T",NA,NA
"1374","1.1.22.89","1","1","22","89","2","T",NA,NA
"1375","1.1.22.89A","1","1","22","89A","1","T",NA,NA
"1376","1.1.22.89A","1","1","22","89A","2","T",NA,NA
"1377","1.1.22.89B","1","1","22","89B","2","T",NA,NA
"1378","1.1.22.9","1","1","22","9","1","T",NA,NA
"1379","1.1.22.9","1","1","22","9","2","T",NA,NA
"1380","1.1.22.90","1","1","22","90","1","C",NA,NA
"1381","1.1.22.90","1","1","22","90","2","T",NA,NA
"1382","1.1.22.91","1","1","22","91","1","T",NA,NA
"1383","1.1.22.91","1","1","22","91","2","T",NA,NA
"1384","1.1.22.91A","1","1","22","91A","1","T",NA,NA
"1385","1.1.22.91A","1","1","22","91A","2","T",NA,NA
"1386","1.1.22.92","1","1","22","92","1","T",NA,NA
"1387","1.1.22.92","1","1","22","92","2","T",NA,NA
"1388","1.1.22.93","1","1","22","93","1","T",NA,NA
"1389","1.1.22.93","1","1","22","93","2","T",NA,NA
"1390","1.1.22.93A","1","1","22","93A","1","T",NA,NA
"1391","1.1.22.93A","1","1","22","93A","2","T",NA,NA
"1392","1.1.22.94","1","1","22","94","1","T",NA,NA
"1393","1.1.22.94","1","1","22","94","2","T",NA,NA
"1394","1.1.22.95","1","1","22","95","1","T",NA,NA
"1395","1.1.22.95","1","1","22","95","2","T",NA,NA
"1396","1.1.22.96","1","1","22","96","1","T",NA,NA
"1397","1.1.22.96","1","1","22","96","2","T",NA,NA
"1398","1.1.22.97","1","1","22","97","1","T",NA,NA
"1399","1.1.22.97","1","1","22","97","2","T",NA,NA
"1400","1.1.22.98","1","1","22","98","1","T",NA,NA
"1401","1.1.22.98","1","1","22","98","2","T",NA,NA
"1402","1.1.22.99","1","1","22","99","1","T",NA,NA
"1403","1.1.22.99","1","1","22","99","2","T",NA,NA
"1404","1.1.23.1","1","1","23","1","1","T",NA,NA
"1405","1.1.23.1","1","1","23","1","2","T",NA,NA
"1406","1.1.23.10","1","1","23","10","1","C",NA,NA
"1407","1.1.23.10","1","1","23","10","2","T",NA,NA
"1408","1.1.23.100","1","1","23","100","1","T",NA,NA
"1409","1.1.23.100","1","1","23","100","2","T",NA,NA
"1410","1.1.23.101","1","1","23","101","1","T",NA,NA
"1411","1.1.23.101","1","1","23","101","2","T",NA,NA
"1412","1.1.23.102","1","1","23","102","1","T",NA,NA
"1413","1.1.23.102","1","1","23","102","2","T",NA,NA
"1414","1.1.23.103","1","1","23","103","1","T",NA,NA
"1415","1.1.23.103","1","1","23","103","2","C",NA,NA
"1416","1.1.23.104","1","1","23","104","1","R",NA,NA
"1417","1.1.23.104","1","1","23","104","2","C",NA,NA
"1418","1.1.23.105","1","1","23","105","1","T",NA,NA
"1419","1.1.23.105","1","1","23","105","2","T",NA,NA
"1420","1.1.23.106","1","1","23","106","1","T",NA,NA
"1421","1.1.23.106","1","1","23","106","2","C",NA,NA
"1422","1.1.23.107","1","1","23","107","1","T",NA,NA
"1423","1.1.23.107","1","1","23","107","2","T",NA,NA
"1424","1.1.23.107A","1","1","23","107A","2","T",NA,NA
"1425","1.1.23.108","1","1","23","108","1","T",NA,NA
"1426","1.1.23.108","1","1","23","108","2","C",NA,NA
"1427","1.1.23.109","1","1","23","109","1","T",NA,NA
"1428","1.1.23.109","1","1","23","109","2","T",NA,NA
"1429","1.1.23.10A","1","1","23","10A","1","T",NA,NA
"1430","1.1.23.10A","1","1","23","10A","2","T",NA,NA
"1431","1.1.23.11","1","1","23","11","1","T",NA,NA
"1432","1.1.23.11","1","1","23","11","2","T",NA,NA
"1433","1.1.23.110","1","1","23","110","1","T",NA,NA
"1434","1.1.23.110","1","1","23","110","2","T",NA,NA
"1435","1.1.23.111","1","1","23","111","1","T",NA,NA
"1436","1.1.23.111","1","1","23","111","2","C",NA,NA
"1437","1.1.23.112","1","1","23","112","1","R",NA,NA
"1438","1.1.23.112","1","1","23","112","2","T",NA,NA
"1439","1.1.23.113","1","1","23","113","1","R",NA,NA
"1440","1.1.23.113","1","1","23","113","2","T",NA,NA
"1441","1.1.23.114","1","1","23","114","1","T",NA,NA
"1442","1.1.23.114","1","1","23","114","2","T",NA,NA
"1443","1.1.23.115","1","1","23","115","1","T",NA,NA
"1444","1.1.23.115","1","1","23","115","2","T",NA,NA
"1445","1.1.23.116","1","1","23","116","1","T",NA,NA
"1446","1.1.23.116","1","1","23","116","2","T",NA,NA
"1447","1.1.23.117","1","1","23","117","1","T",NA,NA
"1448","1.1.23.117","1","1","23","117","2","T",NA,NA
"1449","1.1.23.118","1","1","23","118","1","T",NA,NA
"1450","1.1.23.118","1","1","23","118","2","T",NA,NA
"1451","1.1.23.119","1","1","23","119","1","T",NA,NA
"1452","1.1.23.119","1","1","23","119","2","T",NA,NA
"1453","1.1.23.12","1","1","23","12","1","R",NA,NA
