"","UNICODE","P","D","L","V","CICLO_ROCIADO","STATUS","IN_TRI","PE_TRI"
"8546","1.1.78.546","1","1","78","546","2","T",NA,NA
"8547","1.1.78.547","1","1","78","547","1","T",NA,NA
"8548","1.1.78.547","1","1","78","547","2","C",NA,NA
"8549","1.1.78.548","1","1","78","548","1","T",NA,NA
"8550","1.1.78.548","1","1","78","548","2","T",NA,NA
"8551","1.1.78.549","1","1","78","549","1","T",NA,NA
"8552","1.1.78.549","1","1","78","549","2","C",NA,NA
"8553","1.1.78.55","1","1","78","55","1","T",NA,NA
"8554","1.1.78.55","1","1","78","55","2","T",NA,NA
"8555","1.1.78.550","1","1","78","550","1","T",NA,NA
"8556","1.1.78.550","1","1","78","550","2","C",NA,NA
"8557","1.1.78.551","1","1","78","551","1","T",NA,NA
"8558","1.1.78.551","1","1","78","551","2","T",NA,NA
"8559","1.1.78.552","1","1","78","552","1","T",NA,NA
"8560","1.1.78.552","1","1","78","552","2","T",NA,NA
"8561","1.1.78.553","1","1","78","553","1","T",NA,NA
"8562","1.1.78.553","1","1","78","553","2","T",NA,NA
"8563","1.1.78.554","1","1","78","554","1","C",NA,NA
"8564","1.1.78.554","1","1","78","554","2","T",NA,NA
"8565","1.1.78.555","1","1","78","555","1","C",NA,NA
"8566","1.1.78.555","1","1","78","555","2","C",NA,NA
"8567","1.1.78.556","1","1","78","556","1","T",NA,NA
"8568","1.1.78.556","1","1","78","556","2","T",NA,NA
"8569","1.1.78.557","1","1","78","557","1","T",NA,NA
"8570","1.1.78.557","1","1","78","557","2","T",NA,NA
"8571","1.1.78.558","1","1","78","558","1","T",NA,NA
"8572","1.1.78.558","1","1","78","558","2","T",NA,NA
"8573","1.1.78.559","1","1","78","559","1","T",NA,NA
"8574","1.1.78.559","1","1","78","559","2","T",NA,NA
"8575","1.1.78.56","1","1","78","56","1","C",NA,NA
"8576","1.1.78.56","1","1","78","56","2","R",NA,NA
"8577","1.1.78.560","1","1","78","560","1","R",NA,NA
"8578","1.1.78.560","1","1","78","560","2","C",NA,NA
"8579","1.1.78.560A","1","1","78","560A","1","T",NA,NA
"8580","1.1.78.560A","1","1","78","560A","2","T",NA,NA
"8581","1.1.78.561","1","1","78","561","1","T",NA,NA
"8582","1.1.78.561","1","1","78","561","2","T",NA,NA
"8583","1.1.78.562","1","1","78","562","1","C",NA,NA
"8584","1.1.78.562","1","1","78","562","2","T",NA,NA
"8585","1.1.78.563","1","1","78","563","1","C",NA,NA
"8586","1.1.78.563","1","1","78","563","2","T",NA,NA
"8587","1.1.78.564","1","1","78","564","1","T",NA,NA
"8588","1.1.78.564","1","1","78","564","2","T",NA,NA
"8589","1.1.78.565","1","1","78","565","1","T",NA,NA
"8590","1.1.78.565","1","1","78","565","2","T",NA,NA
"8591","1.1.78.566","1","1","78","566","1","T",NA,NA
"8592","1.1.78.566","1","1","78","566","2","T",NA,NA
"8593","1.1.78.567","1","1","78","567","1","T",NA,NA
"8594","1.1.78.567","1","1","78","567","2","T",NA,NA
"8595","1.1.78.568","1","1","78","568","1","C",NA,NA
"8596","1.1.78.568","1","1","78","568","2","C",NA,NA
"8597","1.1.78.569","1","1","78","569","1","T",NA,NA
"8598","1.1.78.569","1","1","78","569","2","T",NA,NA
"8599","1.1.78.57","1","1","78","57","1","T",NA,NA
"8600","1.1.78.57","1","1","78","57","2","T",NA,NA
"8601","1.1.78.570","1","1","78","570","1","T",NA,NA
"8602","1.1.78.570","1","1","78","570","2","T",NA,NA
"8603","1.1.78.571","1","1","78","571","1","T",NA,NA
"8604","1.1.78.571","1","1","78","571","2","T",NA,NA
"8605","1.1.78.571A","1","1","78","571A","1","T",NA,NA
"8606","1.1.78.571A","1","1","78","571A","2","T",NA,NA
"8607","1.1.78.572","1","1","78","572","1","T",NA,NA
"8608","1.1.78.572","1","1","78","572","2","T",NA,NA
"8609","1.1.78.573","1","1","78","573","1","T",NA,NA
"8610","1.1.78.573","1","1","78","573","2","T",NA,NA
"8611","1.1.78.574","1","1","78","574","1","T",NA,NA
"8612","1.1.78.574","1","1","78","574","2","T",NA,NA
"8613","1.1.78.575","1","1","78","575","1","T",NA,NA
"8614","1.1.78.575","1","1","78","575","2","T",NA,NA
"8615","1.1.78.575A","1","1","78","575A","1","T",NA,NA
"8616","1.1.78.575A","1","1","78","575A","2","T",NA,NA
"8617","1.1.78.576","1","1","78","576","1","T",NA,NA
"8618","1.1.78.576","1","1","78","576","2","T",NA,NA
"8619","1.1.78.577","1","1","78","577","1","T",NA,NA
"8620","1.1.78.577","1","1","78","577","2","C",NA,NA
"8621","1.1.78.578","1","1","78","578","1","T",NA,NA
"8622","1.1.78.578","1","1","78","578","2","T",NA,NA
"8623","1.1.78.579","1","1","78","579","1","T",NA,NA
"8624","1.1.78.579","1","1","78","579","2","C",NA,NA
"8625","1.1.78.58","1","1","78","58","1","C",NA,NA
"8626","1.1.78.58","1","1","78","58","2","T",NA,NA
"8627","1.1.78.580","1","1","78","580","1","T",NA,NA
"8628","1.1.78.580","1","1","78","580","2","C",NA,NA
"8629","1.1.78.581","1","1","78","581","1","T",NA,NA
"8630","1.1.78.581","1","1","78","581","2","T",NA,NA
"8631","1.1.78.582","1","1","78","582","1","T",NA,NA
"8632","1.1.78.582","1","1","78","582","2","T",NA,NA
"8633","1.1.78.583","1","1","78","583","1","C",NA,NA
"8634","1.1.78.583","1","1","78","583","2","R",NA,NA
"8635","1.1.78.584","1","1","78","584","1","C",NA,NA
"8636","1.1.78.584","1","1","78","584","2","R",NA,NA
"8637","1.1.78.585","1","1","78","585","1","T",NA,NA
"8638","1.1.78.585","1","1","78","585","2","T",NA,NA
"8639","1.1.78.586","1","1","78","586","1","T",NA,NA
"8640","1.1.78.586","1","1","78","586","2","T",NA,NA
"8641","1.1.78.587","1","1","78","587","1","T",NA,NA
"8642","1.1.78.587","1","1","78","587","2","R",NA,NA
"8643","1.1.78.588","1","1","78","588","1","T",NA,NA
"8644","1.1.78.588","1","1","78","588","2","T",NA,NA
"8645","1.1.78.589","1","1","78","589","1","T",NA,NA
"8646","1.1.78.589","1","1","78","589","2","T",NA,NA
"8647","1.1.78.589A","1","1","78","589A","1","T",NA,NA
"8648","1.1.78.589A","1","1","78","589A","2","T",NA,NA
"8649","1.1.78.59","1","1","78","59","1","T",NA,NA
"8650","1.1.78.59","1","1","78","59","2","T",NA,NA
"8651","1.1.78.590","1","1","78","590","1","T",NA,NA
"8652","1.1.78.590","1","1","78","590","2","T",NA,NA
"8653","1.1.78.591","1","1","78","591","1","T",NA,NA
"8654","1.1.78.591","1","1","78","591","2","T",NA,NA
"8655","1.1.78.592","1","1","78","592","1","T",NA,NA
"8656","1.1.78.592","1","1","78","592","2","T",NA,NA
"8657","1.1.78.592A","1","1","78","592A","1","T",NA,NA
"8658","1.1.78.592A","1","1","78","592A","2","T",NA,NA
"8659","1.1.78.593","1","1","78","593","1","T",NA,NA
"8660","1.1.78.593","1","1","78","593","2","R",NA,NA
"8661","1.1.78.594","1","1","78","594","1","T",NA,NA
"8662","1.1.78.594","1","1","78","594","2","T",NA,NA
"8663","1.1.78.595","1","1","78","595","1","T",NA,NA
"8664","1.1.78.595","1","1","78","595","2","T",NA,NA
"8665","1.1.78.596","1","1","78","596","1","T",NA,NA
"8666","1.1.78.596","1","1","78","596","2","T",NA,NA
"8667","1.1.78.597","1","1","78","597","1","T",NA,NA
"8668","1.1.78.597","1","1","78","597","2","T",NA,NA
"8669","1.1.78.598","1","1","78","598","1","T",NA,NA
"8670","1.1.78.598","1","1","78","598","2","T",NA,NA
"8671","1.1.78.599","1","1","78","599","1","T",NA,NA
"8672","1.1.78.599","1","1","78","599","2","T",NA,NA
"8673","1.1.7.86","1","1","7","86","1","T",NA,NA
"8674","1.1.7.86","1","1","7","86","2","T",NA,NA
"8675","1.1.78.6","1","1","78","6","1","T",NA,NA
"8676","1.1.78.6","1","1","78","6","2","R",NA,NA
"8677","1.1.78.60","1","1","78","60","1","C",NA,NA
"8678","1.1.78.60","1","1","78","60","2","R",NA,NA
"8679","1.1.78.600","1","1","78","600","1","T",NA,NA
"8680","1.1.78.600","1","1","78","600","2","T",NA,NA
"8681","1.1.78.601","1","1","78","601","1","T",NA,NA
"8682","1.1.78.601","1","1","78","601","2","T",NA,NA
"8683","1.1.78.602","1","1","78","602","1","T",NA,NA
"8684","1.1.78.602","1","1","78","602","2","T",NA,NA
"8685","1.1.78.603","1","1","78","603","1","T",NA,NA
"8686","1.1.78.603","1","1","78","603","2","R",NA,NA
"8687","1.1.78.604","1","1","78","604","1","T",NA,NA
"8688","1.1.78.604","1","1","78","604","2","R",NA,NA
"8689","1.1.78.605","1","1","78","605","1","T",NA,NA
"8690","1.1.78.605","1","1","78","605","2","T",NA,NA
"8691","1.1.78.606","1","1","78","606","1","T",NA,NA
"8692","1.1.78.606","1","1","78","606","2","T",NA,NA
"8693","1.1.78.607","1","1","78","607","1","R",NA,NA
"8694","1.1.78.607","1","1","78","607","2","T",NA,NA
"8695","1.1.78.608","1","1","78","608","1","C",NA,NA
"8696","1.1.78.608","1","1","78","608","2","T",NA,NA
"8697","1.1.78.609","1","1","78","609","1","T",NA,NA
"8698","1.1.78.609","1","1","78","609","2","T",NA,NA
"8699","1.1.78.61","1","1","78","61","1","T",NA,NA
"8700","1.1.78.61","1","1","78","61","2","R",NA,NA
"8701","1.1.78.610","1","1","78","610","1","T",NA,NA
"8702","1.1.78.610","1","1","78","610","2","T",NA,NA
"8703","1.1.78.611","1","1","78","611","1","T",NA,NA
"8704","1.1.78.611","1","1","78","611","2","T",NA,NA
"8705","1.1.78.611A","1","1","78","611A","1","T",NA,NA
"8706","1.1.78.611A","1","1","78","611A","2","T",NA,NA
"8707","1.1.78.612","1","1","78","612","1","T",NA,NA
"8708","1.1.78.612","1","1","78","612","2","R",NA,NA
"8709","1.1.78.613","1","1","78","613","1","T",NA,NA
"8710","1.1.78.613","1","1","78","613","2","T",NA,NA
"8711","1.1.78.614","1","1","78","614","1","T",NA,NA
"8712","1.1.78.614","1","1","78","614","2","T",NA,NA
"8713","1.1.78.614A","1","1","78","614A","1","T",NA,NA
"8714","1.1.78.614A","1","1","78","614A","2","T",NA,NA
"8715","1.1.78.615","1","1","78","615","1","T",NA,NA
"8716","1.1.78.615","1","1","78","615","2","T",NA,NA
"8717","1.1.78.616","1","1","78","616","1","T",NA,"2"
"8718","1.1.78.616","1","1","78","616","2","C",NA,NA
"8719","1.1.78.617","1","1","78","617","1","T",NA,NA
"8720","1.1.78.617","1","1","78","617","2","T",NA,NA
"8721","1.1.78.618","1","1","78","618","1","T",NA,NA
"8722","1.1.78.618","1","1","78","618","2","T",NA,NA
"8723","1.1.78.619","1","1","78","619","1","R",NA,NA
"8724","1.1.78.619","1","1","78","619","2","C",NA,NA
"8725","1.1.78.62","1","1","78","62","1","T",NA,NA
"8726","1.1.78.62","1","1","78","62","2","T",NA,NA
"8727","1.1.78.620","1","1","78","620","1","T",NA,NA
"8728","1.1.78.620","1","1","78","620","2","T",NA,NA
"8729","1.1.78.621","1","1","78","621","1","T",NA,NA
"8730","1.1.78.621","1","1","78","621","2","T",NA,NA
"8731","1.1.78.622","1","1","78","622","1","T",NA,NA
"8732","1.1.78.622","1","1","78","622","2","T",NA,NA
"8733","1.1.78.623","1","1","78","623","1","T",NA,NA
"8734","1.1.78.623","1","1","78","623","2","T",NA,NA
"8735","1.1.78.624","1","1","78","624","1","T",NA,NA
"8736","1.1.78.624","1","1","78","624","2","T",NA,NA
"8737","1.1.78.625","1","1","78","625","1","R",NA,NA
"8738","1.1.78.625","1","1","78","625","2","C",NA,NA
"8739","1.1.78.626","1","1","78","626","1","LP",NA,NA
"8740","1.1.78.626","1","1","78","626","2","T",NA,NA
"8741","1.1.78.627","1","1","78","627","1","T",NA,NA
"8742","1.1.78.627","1","1","78","627","2","T",NA,NA
"8743","1.1.78.628","1","1","78","628","1","T",NA,NA
"8744","1.1.78.628","1","1","78","628","2","C",NA,NA
"8745","1.1.78.629","1","1","78","629","1","R",NA,NA
"8746","1.1.78.629","1","1","78","629","2","T",NA,NA
"8747","1.1.78.63","1","1","78","63","1","T",NA,NA
"8748","1.1.78.63","1","1","78","63","2","T",NA,NA
"8749","1.1.78.630","1","1","78","630","1","R",NA,NA
"8750","1.1.78.630","1","1","78","630","2","T",NA,NA
"8751","1.1.78.631","1","1","78","631","1","R",NA,NA
"8752","1.1.78.631","1","1","78","631","2","C",NA,NA
"8753","1.1.78.632","1","1","78","632","1","T",NA,NA
"8754","1.1.78.632","1","1","78","632","2","T",NA,NA
"8755","1.1.78.633","1","1","78","633","1","T",NA,NA
"8756","1.1.78.633","1","1","78","633","2","T",NA,NA
"8757","1.1.78.634","1","1","78","634","1","C",NA,NA
"8758","1.1.78.634","1","1","78","634","2","C",NA,NA
"8759","1.1.78.635","1","1","78","635","1","C",NA,NA
"8760","1.1.78.635","1","1","78","635","2","T",NA,NA
"8761","1.1.78.636","1","1","78","636","1","T",NA,NA
"8762","1.1.78.636","1","1","78","636","2","C",NA,NA
"8763","1.1.78.637","1","1","78","637","1","T",NA,NA
"8764","1.1.78.637","1","1","78","637","2","T",NA,NA
"8765","1.1.78.638","1","1","78","638","1","R",NA,NA
"8766","1.1.78.638","1","1","78","638","2","C",NA,NA
"8767","1.1.78.639","1","1","78","639","1","T",NA,NA
"8768","1.1.78.639","1","1","78","639","2","T",NA,NA
"8769","1.1.78.64","1","1","78","64","1","T",NA,NA
"8770","1.1.78.64","1","1","78","64","2","R",NA,NA
"8771","1.1.78.640","1","1","78","640","1","T",NA,NA
"8772","1.1.78.640","1","1","78","640","2","C",NA,NA
"8773","1.1.78.641","1","1","78","641","1","T",NA,NA
"8774","1.1.78.641","1","1","78","641","2","T",NA,NA
"8775","1.1.78.642","1","1","78","642","1","T",NA,NA
"8776","1.1.78.642","1","1","78","642","2","T",NA,NA
"8777","1.1.78.643","1","1","78","643","1","T",NA,NA
"8778","1.1.78.643","1","1","78","643","2","T",NA,NA
"8779","1.1.78.644","1","1","78","644","1","T",NA,NA
"8780","1.1.78.644","1","1","78","644","2","T",NA,NA
"8781","1.1.78.645","1","1","78","645","1","T",NA,NA
"8782","1.1.78.645","1","1","78","645","2","T",NA,NA
"8783","1.1.78.646","1","1","78","646","1","C",NA,NA
"8784","1.1.78.646","1","1","78","646","2","T",NA,NA
"8785","1.1.78.647","1","1","78","647","1","T",NA,NA
"8786","1.1.78.647","1","1","78","647","2","T",NA,NA
"8787","1.1.78.648","1","1","78","648","1","T",NA,NA
"8788","1.1.78.648","1","1","78","648","2","T",NA,NA
"8789","1.1.78.649","1","1","78","649","1","T",NA,NA
"8790","1.1.78.649","1","1","78","649","2","C",NA,NA
"8791","1.1.78.65","1","1","78","65","1","C",NA,NA
"8792","1.1.78.65","1","1","78","65","2","R",NA,NA
"8793","1.1.78.650","1","1","78","650","1","T",NA,NA
"8794","1.1.78.650","1","1","78","650","2","C",NA,NA
"8795","1.1.78.651","1","1","78","651","1","T",NA,NA
"8796","1.1.78.651","1","1","78","651","2","T",NA,NA
"8797","1.1.78.651A","1","1","78","651A","1","T",NA,NA
"8798","1.1.78.651A","1","1","78","651A","2","T",NA,NA
"8799","1.1.78.652","1","1","78","652","1","T",NA,NA
"8800","1.1.78.652","1","1","78","652","2","T",NA,NA
"8801","1.1.78.653","1","1","78","653","1","T",NA,NA
"8802","1.1.78.653","1","1","78","653","2","T",NA,NA
"8803","1.1.78.66","1","1","78","66","1","T",NA,NA
"8804","1.1.78.66","1","1","78","66","2","R",NA,NA
"8805","1.1.78.67","1","1","78","67","1","T",NA,NA
"8806","1.1.78.67","1","1","78","67","2","T",NA,NA
"8807","1.1.78.68","1","1","78","68","1","T",NA,NA
"8808","1.1.78.68","1","1","78","68","2","T",NA,NA
"8809","1.1.78.69","1","1","78","69","1","T",NA,NA
"8810","1.1.78.69","1","1","78","69","2","T",NA,NA
"8811","1.1.7.86A","1","1","7","86A","1","T",NA,NA
"8812","1.1.7.86A","1","1","7","86A","2","T",NA,NA
"8813","1.1.7.87","1","1","7","87","1","T",NA,NA
"8814","1.1.7.87","1","1","7","87","2","T",NA,NA
"8815","1.1.78.7","1","1","78","7","1","T",NA,NA
"8816","1.1.78.7","1","1","78","7","2","T",NA,NA
"8817","1.1.78.70","1","1","78","70","1","T",NA,NA
"8818","1.1.78.70","1","1","78","70","2","T",NA,NA
"8819","1.1.78.71","1","1","78","71","1","T",NA,NA
"8820","1.1.78.71","1","1","78","71","2","T",NA,NA
"8821","1.1.78.72","1","1","78","72","1","T",NA,NA
"8822","1.1.78.72","1","1","78","72","2","T",NA,NA
"8823","1.1.78.73","1","1","78","73","1","T",NA,NA
"8824","1.1.78.73","1","1","78","73","2","T",NA,NA
"8825","1.1.78.74","1","1","78","74","1","T",NA,NA
"8826","1.1.78.74","1","1","78","74","2","T",NA,NA
"8827","1.1.78.75","1","1","78","75","1","T",NA,NA
"8828","1.1.78.75","1","1","78","75","2","R",NA,NA
"8829","1.1.78.76","1","1","78","76","1","T",NA,NA
"8830","1.1.78.76","1","1","78","76","2","T",NA,NA
"8831","1.1.78.77","1","1","78","77","1","T",NA,NA
"8832","1.1.78.77","1","1","78","77","2","T",NA,NA
"8833","1.1.78.78","1","1","78","78","1","T",NA,NA
"8834","1.1.78.78","1","1","78","78","2","T",NA,NA
"8835","1.1.78.79","1","1","78","79","1","T",NA,NA
"8836","1.1.78.79","1","1","78","79","2","T",NA,NA
"8837","1.1.7.88","1","1","7","88","1","T",NA,NA
"8838","1.1.7.88","1","1","7","88","2","T",NA,NA
"8839","1.1.78.8","1","1","78","8","1","T",NA,NA
"8840","1.1.78.8","1","1","78","8","2","T",NA,NA
"8841","1.1.78.80","1","1","78","80","1","T",NA,NA
"8842","1.1.78.80","1","1","78","80","2","T",NA,NA
"8843","1.1.78.81","1","1","78","81","1","T",NA,NA
"8844","1.1.78.81","1","1","78","81","2","T",NA,NA
"8845","1.1.78.82","1","1","78","82","1","T",NA,NA
"8846","1.1.78.82","1","1","78","82","2","T",NA,NA
"8847","1.1.78.83","1","1","78","83","1","T",NA,NA
"8848","1.1.78.83","1","1","78","83","2","T",NA,NA
"8849","1.1.78.84","1","1","78","84","1","T",NA,NA
"8850","1.1.78.84","1","1","78","84","2","T",NA,NA
"8851","1.1.78.85","1","1","78","85","1","T",NA,NA
"8852","1.1.78.85","1","1","78","85","2","T",NA,NA
"8853","1.1.78.86","1","1","78","86","1","T",NA,NA
"8854","1.1.78.86","1","1","78","86","2","T",NA,NA
"8855","1.1.78.87","1","1","78","87","1","T",NA,NA
"8856","1.1.78.87","1","1","78","87","2","T",NA,NA
"8857","1.1.78.88","1","1","78","88","1","T",NA,NA
"8858","1.1.78.88","1","1","78","88","2","T",NA,NA
"8859","1.1.78.89","1","1","78","89","1","C",NA,NA
"8860","1.1.78.89","1","1","78","89","2","T",NA,NA
"8861","1.1.7.89","1","1","7","89","1","T",NA,NA
"8862","1.1.7.89","1","1","7","89","2","T",NA,NA
"8863","1.1.78.9","1","1","78","9","1","T",NA,NA
"8864","1.1.78.9","1","1","78","9","2","T",NA,NA
"8865","1.1.78.90","1","1","78","90","1","T",NA,NA
"8866","1.1.78.90","1","1","78","90","2","T",NA,NA
"8867","1.1.78.91","1","1","78","91","1","T",NA,NA
"8868","1.1.78.91","1","1","78","91","2","T",NA,NA
"8869","1.1.78.92","1","1","78","92","1","T",NA,NA
"8870","1.1.78.92","1","1","78","92","2","T",NA,NA
"8871","1.1.78.93","1","1","78","93","1","T",NA,NA
"8872","1.1.78.93","1","1","78","93","2","T",NA,NA
"8873","1.1.78.94","1","1","78","94","1","T",NA,NA
"8874","1.1.78.94","1","1","78","94","2","T",NA,NA
"8875","1.1.78.95","1","1","78","95","1","T",NA,NA
"8876","1.1.78.95","1","1","78","95","2","T",NA,NA
"8877","1.1.78.96","1","1","78","96","1","R",NA,NA
"8878","1.1.78.96","1","1","78","96","2","C",NA,NA
"8879","1.1.78.97","1","1","78","97","1","T",NA,NA
"8880","1.1.78.97","1","1","78","97","2","T",NA,NA
"8881","1.1.78.98","1","1","78","98","1","T",NA,NA
"8882","1.1.78.98","1","1","78","98","2","C",NA,NA
"8883","1.1.78.99","1","1","78","99","1","T",NA,NA
"8884","1.1.78.99","1","1","78","99","2","T",NA,NA
"8885","1.1.7.9","1","1","7","9","1","T",NA,NA
"8886","1.1.7.9","1","1","7","9","2","T",NA,NA
"8887","1.1.7.90","1","1","7","90","1","R",NA,NA
"8888","1.1.7.90","1","1","7","90","2","C",NA,NA
"8889","1.1.7.91","1","1","7","91","1","T",NA,NA
"8890","1.1.7.91","1","1","7","91","2","T",NA,NA
"8891","1.1.7.92","1","1","7","92","1","T",NA,NA
"8892","1.1.7.92","1","1","7","92","2","T",NA,NA
"8893","1.1.7.93","1","1","7","93","1","T",NA,NA
"8894","1.1.7.93","1","1","7","93","2","T",NA,NA
"8895","1.1.7.94","1","1","7","94","1","T",NA,NA
"8896","1.1.7.94","1","1","7","94","2","T",NA,NA
"8897","1.1.7.95","1","1","7","95","1","R",NA,NA
"8898","1.1.7.95","1","1","7","95","2","C",NA,NA
"8899","1.1.7.96","1","1","7","96","1","T",NA,NA
"8900","1.1.7.96","1","1","7","96","2","T",NA,NA
"8901","1.1.7.97","1","1","7","97","1","T","2",NA
"8902","1.1.7.97","1","1","7","97","2","C",NA,NA
"8903","1.1.7.98","1","1","7","98","1","R",NA,NA
"8904","1.1.7.98","1","1","7","98","2","R",NA,NA
"8905","1.1.7.99","1","1","7","99","1","T",NA,"6"
"8906","1.1.7.99","1","1","7","99","2","T",NA,NA
"8907","1.1.8.1","1","1","8","1","1","T",NA,NA
"8908","1.1.8.1","1","1","8","1","2","R",NA,NA
"8909","1.1.8.10","1","1","8","10","1","T",NA,NA
"8910","1.1.8.10","1","1","8","10","2","T",NA,NA
"8911","1.1.8.100","1","1","8","100","1","C",NA,NA
"8912","1.1.8.100","1","1","8","100","2","C",NA,NA
"8913","1.1.8.101","1","1","8","101","1","T",NA,NA
"8914","1.1.8.101","1","1","8","101","2","T",NA,NA
"8915","1.1.8.102","1","1","8","102","1","T",NA,NA
"8916","1.1.8.102","1","1","8","102","2","T",NA,NA
"8917","1.1.8.103","1","1","8","103","1","T",NA,NA
"8918","1.1.8.103","1","1","8","103","2","T",NA,NA
"8919","1.1.8.104","1","1","8","104","1","T",NA,NA
"8920","1.1.8.104","1","1","8","104","2","T",NA,NA
"8921","1.1.8.105","1","1","8","105","1","T",NA,NA
"8922","1.1.8.105","1","1","8","105","2","T",NA,NA
"8923","1.1.8.106","1","1","8","106","1","T",NA,NA
"8924","1.1.8.106","1","1","8","106","2","T",NA,NA
"8925","1.1.8.107","1","1","8","107","1","C",NA,NA
"8926","1.1.8.107","1","1","8","107","2","R",NA,NA
"8927","1.1.8.108","1","1","8","108","1","C",NA,NA
"8928","1.1.8.108","1","1","8","108","2","R",NA,NA
"8929","1.1.8.109","1","1","8","109","1","T",NA,NA
"8930","1.1.8.109","1","1","8","109","2","T",NA,NA
"8931","1.1.8.11","1","1","8","11","1","T",NA,NA
"8932","1.1.8.11","1","1","8","11","2","T",NA,NA
"8933","1.1.81.1","1","1","81","1","1","LP",NA,NA
"8934","1.1.81.1","1","1","81","1","2","T",NA,NA
"8935","1.1.8.110","1","1","8","110","1","T",NA,NA
"8936","1.1.8.110","1","1","8","110","2","T",NA,NA
"8937","1.1.81.10","1","1","81","10","1","T",NA,NA
"8938","1.1.81.10","1","1","81","10","2","T",NA,NA
"8939","1.1.81.100","1","1","81","100","1","T",NA,NA
"8940","1.1.81.100","1","1","81","100","2","T",NA,NA
"8941","1.1.81.101","1","1","81","101","1","T",NA,NA
